PIB Municipal - preços de mercado (preços de 2010)
Sigla,Código,Município,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
GO,5217401,Pires do Rio,348803.985961958,411073.225273838,381761.561781618,376219.316306086,404593.205646393,375791.74876288,448905.950911682,405947.82106375,412010,431149.436521995,483695.711691471,496825.707300408,492333.005496372,509960.480659441,521054.558017268,547188.912580341,501985.538109955,563227.715699921,563707.142283285,655899.718745515,
GO,5217609,Planaltina,321497.887306621,337172.30886823,406142.584460418,400718.626932414,399654.272238064,426885.732242192,440891.320377438,475957.854860677,499465,550876.804966751,599599.860504403,619483.370011007,655089.626271522,627367.399800192,607835.766287176,622687.3844694,653618.889693,676825.289870355,675948.509995192,678271.45808266,
GO,5217708,Pontalina,185002.858484287,207534.294254092,182143.669647134,168973.536571208,156798.567997942,169998.597790728,212625.347657937,196504.289933367,208549,224384.378546023,247528.115326698,267483.714814107,301332.818529318,285726.356871507,285125.205556644,306050.905457229,278630.931764976,285222.181314049,311098.892388251,334798.855920584,
GO,5218003,Porangatu,409565.98334185,421522.804217841,390498.906368618,390207.039119567,418247.671942571,435788.050828046,445127.693121575,437916.442372114,468237,485167.863831128,534268.537614651,558762.747293457,599941.38365809,570701.771410061,534948.838723776,564183.717733322,548790.517192066,524879.586651724,529381.001228265,667595.57537759,
GO,5218052,Porteirão,106922.069905165,107551.149091907,98772.1746266548,88174.2283910674,93957.9486206304,121180.367947659,136044.731574213,162015.910242074,138395,142092.873298309,153827.567565527,188477.054766715,124133.154881357,109172.6135775,145645.709537231,140448.085317302,113247.600089747,100915.626349203,111052.95825942,103846.416373097,
GO,5218102,Portelândia,96849.6557375477,102200.011587858,103514.687653552,87566.7877445398,81171.0265803814,96278.3013050282,113306.487777689,140134.99633249,141218,136801.076310752,140085.128456876,147955.800672385,116216.369748766,115721.927988181,131132.904326621,131235.656282695,127192.586288009,121994.7081117,124408.316351576,171449.448001796,
GO,5218300,Posse,157034.436257271,173815.109189258,184735.721487875,182620.062996389,191921.195751212,218569.379106178,232126.801480574,227990.427386136,240423,253123.673769794,267625.192385143,286366.425104462,313686.750752156,297638.565386012,291532.485035035,302630.282521098,314879.22894241,327316.853628914,313170.693236592,328432.071302549,
GO,5218391,Professor Jamil,27407.2449205272,26100.3851616858,25518.0598921919,24706.4729226201,23690.8434202554,24727.6409212457,27029.5083296482,27381.2298633689,30993,31049.1479911946,33718.9234415343,35336.5638494499,44355.9796158736,38658.7856172248,32172.7899749143,36120.309601778,32211.1437381016,32553.0109839471,33084.4325995576,33650.2702526334,
GO,5218508,Quirinópolis,514593.246799088,500977.136199087,475952.210187165,436411.839034687,457689.116187672,501963.56186823,649357.062581525,765063.265366655,771853,845934.184732503,917908.208327601,1027590.17259477,982936.888336129,942173.398447207,1037776.90696939,1024590.38616302,995533.109305589,984993.644019957,1033615.95502294,1002493.39444349,
GO,5218607,Rialma,100679.319074083,106126.25593225,91897.0504053805,108258.430336374,117836.733895331,126272.046541814,118106.650634329,127400.675244929,163327,134863.274168937,120920.29303575,118146.815129123,119980.752392413,131519.834455662,121838.542778312,132004.225586413,130496.563616804,141377.507012458,141798.567282859,146803.89035873,
GO,5218706,Rianápolis,58984.0955884571,63961.3719281529,50250.1947372433,49463.833086984,56780.4055927952,66457.3617325689,79190.4258701126,108621.753045137,94830,67179.6027897016,65421.9812508124,91530.4277065778,77414.385218923,64817.638903195,59151.2428835839,58219.7366748317,48045.8737931561,45315.8679579078,40486.6614583638,38845.8353819486,
GO,5218789,Rio Quente,136800.357864962,109775.901498375,125325.017905202,118374.788678724,107165.984138611,135663.941308004,135039.9804099,137739.924788648,153592,168104.105001803,165375.390122473,178635.928737994,190134.150278118,176254.052152911,173967.787984043,187966.595890692,189393.092483559,201437.944317083,96562.4897177537,152228.657867065,
GO,5218805,Rio Verde,3470704.16258259,3470448.2916938,3500280.85301334,3527882.48230273,3863798.14944104,4118529.935856,4476045.77444156,4740831.06917509,4450487,5081243.10633692,5646998.12566413,5846126.88409125,5454647.25202755,5538020.71378998,5468277.44561482,5814921.92173792,5650215.83981635,5718496.53474568,6362591.6995857,7611886.16323113,
GO,5218904,Rubiataba,154744.129332936,163685.103955607,158912.975479388,163491.949139199,192226.886695593,206126.315706188,211735.105161264,207679.483415656,228557,206612.729556058,207975.411877689,212378.182436955,251134.41082454,230771.779733172,265715.589425864,258303.537463782,256026.034765895,261430.957327766,275237.106792051,264159.242875336,
GO,5219001,Sanclerlândia,70640.5709861358,73926.7839545229,72640.284253559,66517.0155985126,89495.6844902725,93497.2860453836,99132.1507720965,100305.682994767,100900,92428.2691910807,91925.0123124805,89808.8273245121,94052.0270266433,83007.5881627659,81935.1480782807,83807.7096081507,86089.0469919931,97798.3764926533,99678.1066837758,101556.259812053,
GO,5219100,Santa Bárbara de Goiás,51279.1731167522,48274.3727884739,59355.6762813741,57822.1542431448,66299.562379395,59067.0006321165,72924.9476674172,67854.5778308075,75384,86003.7026808903,79656.1992048379,74951.6706077488,83315.0900526534,65316.8955409935,58311.9527103253,55224.3969123342,57014.3978609504,59586.2197705714,61818.4000453405,71938.2709239323,
GO,5219209,Santa Cruz de Goiás,41760.9755870594,48039.4917810789,42070.8652166278,46040.8465357718,37923.3209432577,43220.5264267578,50655.5151433881,54064.213427854,54425,58329.7831939716,69560.6209599712,78719.4614623989,71418.5196246537,62756.1478960215,67696.3968017954,69189.5948816332,76609.2907001581,77449.1627120707,90252.626563498,137822.518113625,
GO,5219258,Santa Fé de Goiás,82040.626296472,97215.047679834,92389.2750163896,95634.0460182521,90421.8048937849,87362.5349799206,77976.2349028258,99605.2682291165,118558,111876.454002644,151268.607034466,179814.15894402,148312.840222027,161412.139851763,142832.2160237,184437.663426888,141618.938910282,96898.2621685377,151312.703170462,121447.385214142,
GO,5219308,Santa Helena de Goiás,661672.977137702,640550.684030601,536404.196772281,503300.994469061,515458.049673154,515529.400749788,565293.31466669,563801.359347106,559354,646178.080477664,699298.399644026,718638.482588988,697447.229916078,602351.76191973,668690.330497441,629900.676628812,663905.022585641,634454.177950331,674252.440732185,756665.207009584,
GO,5219357,Santa Isabel,29215.1019035306,29330.6917008694,27258.7068397441,28039.4254337715,26390.5206756886,38296.523738135,36031.033354707,35220.2372250603,38687,43844.7352639692,36169.2649928341,48708.4026765106,47531.6933687438,46950.6977156064,48369.2506048963,47339.8304486406,43856.4633340636,47499.8532124878,46137.4111995841,57498.9878529551,
GO,5219407,Santa Rita do Araguaia,43078.5480771065,44008.048852501,55049.3066559199,51828.8074701549,50648.8458692247,63463.8354883037,74436.761107106,77907.5897613198,68616,74024.2264578366,96132.9286937702,101012.754395044,95508.2079669838,95879.2198040299,94815.6829821683,81619.4899982036,81684.7198934701,88755.6549369006,81303.1434796957,95673.5543529671,
GO,5219456,Santa Rita do Novo Destino,28282.2298350915,28292.6928181961,27983.242502982,27950.7305695048,25642.4714375086,30475.2350541962,30608.831816553,29511.7484616709,35289,36105.5283297939,40930.5394836146,37083.6222778308,38084.2215840727,41838.8035148508,43649.4328505167,48225.8880535632,48389.0376915385,55142.9587998436,47425.5583903124,51374.9430253285,
GO,5219506,Santa Rosa de Goiás,22875.2227695978,24287.3272429204,21976.7225869395,19818.8380045717,19441.9152333003,20081.4197973183,20952.3449045788,21531.7907601426,24808,26249.4179600867,27354.8775486121,28800.2104580214,29145.0115359236,27020.2081445896,27052.6758491619,26792.2280206724,26071.6722182351,26038.7004509909,25842.6284625791,31884.8050847026,
GO,5219605,Santa Tereza de Goiás,31146.1004084457,34848.9383997372,35146.0017792312,33851.454133337,33195.4952649029,34767.7926596215,37035.7833554908,37363.7666239627,39421,36688.9923381917,35774.1313814203,35903.0053799632,37135.56469994,37276.2287740905,35687.9123105349,38276.0975452466,36062.660734111,36106.2712746505,36088.1744306209,40875.0466683037,
GO,5219704,Santa Terezinha de Goiás,68563.8391824104,61957.7000626872,62494.0234813178,62076.554636752,62730.1624997647,70513.0163692898,67650.0337247563,71048.7293781856,74139,82952.5182698859,81837.9867431855,87032.3091482602,86107.2100421107,85309.7921917351,81833.6466211973,80089.0824913586,80023.9471702403,82376.754860943,81950.119496014,89083.169043383,
GO,5219712,Santo Antônio da Barra,49049.4737822597,53620.1036667535,54805.1105472648,47213.7271907944,39700.8883099172,44334.8244534991,52671.7717555637,88157.9321676035,90851,108303.660153753,87337.357135806,107393.972816739,110401.23583149,100170.906671259,115636.169366407,112238.042745106,136412.334438408,126770.033730088,142457.152982993,149840.938582569,
GO,5219738,Santo Antônio de Goiás,30308.3676090182,34230.90462694,33415.1181636907,39353.5003164926,35167.5382436444,40070.8355417609,50706.3194563871,56781.3022865537,53199,68148.9654618815,75315.7163521864,86282.0923459091,100868.193130365,89311.3890070569,80377.10071205,80254.9123331639,83152.8289263111,77843.5948316269,75900.4188018275,72276.7062086361,
GO,5219753,Santo Antônio do Descoberto,214739.281027695,220604.583098073,242736.666685885,250059.563583423,272445.032756651,252604.998369334,272033.303113259,284608.010431802,316167,346040.317107145,368395.381773903,392266.328828078,402366.98973039,387954.63979743,361996.699694675,399855.523277825,404675.734365562,423313.877735104,392273.801633065,385404.500533234,
GO,5219803,São Domingos,124613.769803903,109919.117969707,114237.481062216,99213.3709148133,96037.9535245186,130251.124372131,120014.199932489,116846.747491304,106581,111816.445837224,107135.09054924,97455.7879864414,92881.3283679197,98664.2214607603,94085.5068752744,90554.7200721543,96135.6678804737,99376.6668399945,138860.261851488,96276.6693706737,
GO,5219902,São Francisco de Goiás,46578.930376132,49862.9466728357,52295.7827788966,50160.3023129064,44773.029544032,43251.4568598753,46018.2160396738,47891.6727763865,58661,57182.2424306196,61640.8433805518,65142.3671369219,66617.6961394784,62878.9046792164,58769.3436513075,62809.7353588959,57390.9411828956,58219.1922109127,57089.037028828,60957.0962516943,
GO,5220009,São João d'Aliança,68927.8437734151,82712.1362161347,93919.5003700773,83864.4212172151,92349.70526707,117882.279836123,130299.350657853,116229.818696173,120420,128209.753427603,134442.07311465,134953.899080842,151084.305162685,157115.652439939,181735.821371459,183015.565447716,171536.272085305,225834.863210604,236654.961192491,266075.019990404,
GO,5220058,São João da Paraúna,22912.2450154943,26266.5402460748,29033.7819724639,24279.7994318702,22151.290740532,22603.4588108393,25883.9923112011,25974.9791651512,24748,20755.439615189,29382.7169266686,25759.5650512493,30258.9088104495,28775.835881903,29832.5470050344,30247.1183779882,31527.7439609475,28857.597806851,34939.3434456903,65173.29968817,
GO,5220108,São Luís de Montes Belos,429256.700243659,451780.240196896,395357.618190591,398310.518430517,479267.11078421,532183.315190004,472455.53716666,484231.639809095,482364,423537.63153902,447350.26158186,449909.710197278,448059.646075695,494605.595878797,482680.663398663,508357.805195547,515332.622703698,784042.278357484,671007.006392578,694097.625609989,
GO,5220157,São Luíz do Norte,33345.0922520376,37088.4720248547,55668.533394403,39273.5453363549,39122.4527256387,52964.7038659415,54295.6667422221,48679.9104460891,46929,45140.9116370554,43315.8807005693,50712.4282598856,55230.125128315,53170.1461334562,57655.3651598169,66441.470086255,65347.5416732072,77210.3683376955,72834.9345613766,64136.9875060424,
GO,5220207,São Miguel do Araguaia,264594.438897956,258423.60232654,240586.574831218,217434.81461535,215777.783763115,232318.124960955,250155.665576317,251324.214029423,271569,278954.880977026,286111.800633431,301616.590411217,314482.707811238,301802.694925453,326272.627490054,295413.318852273,287522.156115046,284006.858415758,288633.098777565,322830.850638879,
GO,5220264,São Miguel do Passa Quatro,83214.3557347668,82082.6947460338,64560.1380090603,57623.2600268347,46326.1576208068,55324.7700810429,73504.2464526925,71202.6905186227,68980,74042.6905087353,86442.7472710034,74900.7545151184,76897.2713186298,73504.5672424721,81435.2534021448,83019.558920899,87570.6249150437,89155.7057476186,105086.108490652,147848.605072064,
GO,5220280,São Patrício,20599.0746506137,21201.7957219487,21708.1815063767,20110.5294797397,18895.0451078203,21416.8454871589,18834.5878745654,19510.7797335599,18417,19616.2076747414,19146.0195348684,24391.9906257544,23158.7357857396,22587.933899958,22623.4060156836,21302.0976122704,20824.6610757319,23361.3941124075,24434.1627304801,24950.849610233,
GO,5220405,São Simão,1568450.42620835,1379174.98857924,1476018.89239735,1212425.55822609,1160291.43171392,1243277.05320078,1471996.37733636,1307976.86858333,1314513,1289755.49938625,1313260.76823603,1485028.30442582,1646797.53354415,2130504.32205205,1515802.45979257,1097748.88271974,445831.978014572,672442.148895058,740261.936635274,668856.888673134,
GO,5220454,Senador Canedo,713206.104471765,692932.733670533,755131.433072105,845573.706115929,971096.370221488,1006682.20036379,1028520.00008007,962652.872916765,1009537,1117977.04825561,1338237.14670815,1626319.66591126,1767038.68708749,1842372.20654675,2026031.25302778,2070135.30038058,2065706.12332113,2065315.12602874,2071948.60795277,2224378.27910899,
GO,5220504,Serranópolis,131141.573690829,150572.870885224,150335.277905703,119704.572981015,103253.788307059,124998.855090734,201018.813565514,196398.035061798,207369,184182.60052436,190564.730216324,198014.275367548,210488.225509058,222157.545354893,276677.746790875,234724.492097426,230351.987610802,238552.208786155,266911.380356935,304627.700394706,
GO,5220603,Silvânia,284898.678701669,276994.081371131,260636.348231922,241010.600270235,213528.646143774,244529.561968707,304137.786957181,321341.837460033,297999,345639.647202644,409992.174684555,397416.809823223,372450.364585755,363971.119004725,393625.188105979,414936.860108574,411503.876097882,425869.258475477,466948.343366452,614107.395753842,
GO,5220686,Simolândia,31268.7745928937,31449.5095426811,34831.1474570746,34521.8489880269,37168.7312116088,44584.4284164065,47159.3548635097,41503.3696816305,44482,47500.6173419048,49184.7266778884,50538.9953193632,56004.6894582834,59099.5044993983,57525.3164179287,60197.4564117862,60901.051092289,68197.9877142163,76869.2996876027,80905.6389503603,
GO,5220702,Sítio d'Abadia,15784.5014090419,15509.4413533288,14977.5400728671,16050.7281585964,17080.7418572473,20660.7775147528,21365.9548894766,22241.9636262433,20224,20998.2418845064,27375.4039699842,31314.9880955951,26837.5475129321,26007.2932352099,23314.8846920645,23823.200742299,28677.6096718221,30741.5449533925,34189.9911266268,35438.6089777373,
GO,5221007,Taquaral de Goiás,20797.1497453468,21824.4784935595,22382.0924851095,21875.9831969649,21890.3189888788,25686.9235352309,28900.7241200667,29404.4093567183,34193,34363.4451275049,35449.1297096947,41094.0601364227,41279.8527054278,36914.1305532696,35835.0894233059,37459.7986191646,38944.4176350327,42794.1993645054,43469.8224862979,41685.4241224359,
GO,5221080,Teresina de Goiás,13941.7422964402,13986.0417034094,14233.3803904433,14713.541709543,15823.5566278942,15642.7596242967,17187.6492038894,15958.8311696732,15638,16169.8925745056,16048.2404427888,17779.2630953803,20154.9015460909,19550.5607559888,18877.3678651982,19622.9939742125,19118.211246574,19772.1741982688,18581.2989482729,18262.4347699071,
GO,5221197,Terezópolis de Goiás,45342.1464754218,41378.6520518026,41636.8450849191,51761.1251515363,68735.6462971214,70369.9944414434,71040.0441264921,78108.1729372413,85458,90652.9506971741,98322.4136401324,99561.6457550772,116243.663920394,121151.34392424,113417.728145028,115076.119521095,108810.479171583,105118.969207323,94248.9963608701,98528.0809267103,
GO,5221304,Três Ranchos,24056.554990532,24292.126102011,24785.8548055963,24278.9780898956,25607.610809395,28690.0549459144,29527.0213162747,28285.4805050909,27970,29859.1399107756,31346.4112379371,33150.3541221318,32130.4037677159,28873.904150042,27716.2416248448,29680.4820919672,30054.9500967292,30613.4387949041,29957.2059497191,29810.7802985798,
GO,5221403,Trindade,723807.424964189,768104.794917226,712495.105891821,697229.211781503,782494.222311953,823325.792940163,849110.551588158,906983.994081539,1028754,1032645.43702744,1085734.79526893,1142274.69342503,1189139.92889968,1300043.71106477,1216246.91895919,1263813.70112743,1193412.77382901,1261165.79947974,1281296.42185078,1244798.12045817,
GO,5221452,Trombas,24236.901657581,23542.4517317189,22990.1836473856,22079.7306669042,20490.1508934492,23688.5717628095,23289.0163509953,24766.058942705,25685,26807.0322972263,31461.0170905983,26991.0980417473,28526.0977522632,29773.6633654151,28667.817785002,32438.3975791126,32081.7252713055,29344.7383305764,30846.9299003819,32734.3943511315,
GO,5221502,Turvânia,42914.1231794982,44594.618627597,53968.9162392285,54127.3739812737,60195.9630970077,67338.2804147074,56617.7777916784,58680.8791742001,59692,65373.8186118122,64778.8200478185,66828.9627053041,63606.4850966871,57919.9421133909,55864.498826401,50471.0160594066,52169.111009045,55027.2137619111,58890.6488719851,95407.4741980965,
GO,5221551,Turvelândia,306942.287753019,269628.325540943,264245.667256367,317954.277496791,339708.40117587,422073.12872704,219362.827528561,251079.177284783,264730,243604.532328988,228847.361342932,208904.750242824,218375.503429078,184956.067918055,267210.198381418,239258.194303829,207246.984862201,185389.838620835,246866.733534885,264428.123873942,
GO,5221577,Uirapuru,24500.3963982342,25787.9148284608,24184.5584155354,23045.4907400251,23232.3339470136,24662.7943404791,28549.5828224308,27513.5063361388,29741,30495.2264642346,30789.6320582177,30747.7510011345,29126.5695280672,28291.666669972,27833.6026845976,27147.7525154653,26654.3481207787,27602.3822013115,30716.0571009961,36139.2867188965,
GO,5221601,Uruaçu,254633.353632946,274082.905621925,283010.500862667,312983.909995535,331545.373611066,373861.708974526,389993.453860961,410739.048384817,447958,445745.268757389,494735.505319457,485270.936529095,530377.392343475,487569.369087845,474749.593295806,492703.100978187,495953.817711765,527683.875410563,557873.803878405,606791.591916768,
GO,5221700,Uruana,91179.7200556453,96793.0561259908,92272.7470681456,84943.4603151772,95151.0976364831,94757.8486454269,94505.415344585,105873.22141832,106393,119616.584139364,118670.939360386,120733.193521958,122731.562284272,124193.517612803,129107.315873699,130458.520123682,130243.582722433,159144.370335091,156175.577550864,137407.993240774,
GO,5221809,Urutaí,36299.1171614584,35619.7846969329,35729.9674050453,37545.2418803876,36976.4083716305,39682.9698342854,44822.3518114408,46305.4393365311,51105,52457.2918056513,55885.7479883366,60311.702848612,62622.4195574702,59040.526380098,53106.1967301588,51609.7958955676,51903.246828387,54359.1513827767,55687.4315644387,76931.2416897144,
GO,5221858,Valparaíso de Goiás,541122.902253577,550272.996597944,572809.380951493,609696.671551978,675662.437855681,721345.057858354,783899.391335404,909645.787037687,1117499,1279665.81877268,1323252.00383892,1303059.75831238,1461838.94835085,1477995.09862778,1456295.32742508,1525734.28728092,1479402.40447978,1534541.53234832,1410952.3152874,1383855.81065914,
GO,5221908,Varjão,26809.7881687445,30663.8037664694,27318.6853464503,26186.4923233279,26170.6509746496,28529.8793982939,29769.113222485,29551.8650968552,33175,35655.0054878665,36838.9394901003,37877.5950972862,39663.5951368939,38251.4251188013,36872.3074378772,39044.0549307286,38753.5107564104,38434.656892088,45113.648172131,49055.8444123511,
GO,5222005,Vianópolis,164322.115662037,160889.968349067,147161.077735515,150698.309398789,137436.732384263,155290.116212257,168152.886350882,178178.577287819,178699,206007.108686582,218839.875656454,232240.231946497,223428.613581729,214205.786130616,237134.047879383,242234.564601028,263505.953663573,274902.893126342,295022.118866933,400505.716340363,
GO,5222054,Vicentinópolis,126067.717445014,149366.527293004,149912.32226548,105281.389324556,88672.8203592422,111228.781437919,125923.291650598,144669.260341701,133899,137769.515780387,191932.303040243,206386.790349461,203452.230671688,221029.417375252,223144.609556859,214684.781804876,198571.848359406,183460.941944999,221511.184079697,224148.256499428,
GO,5222203,Vila Boa,26255.6760168374,26319.8055838429,27529.4237309229,27433.1585439012,30995.239582846,40370.4752200475,51935.0254430185,79546.9506369598,71676,77644.1036365199,75661.2444452841,82128.4529767942,66743.8394732161,76279.967810014,88058.8578609456,72597.3675348198,63519.8718321634,63046.7716571055,66570.982429486,83978.1645281817,
GO,5222302,Vila Propício,87494.7109623127,81315.1020819619,69938.1129067795,67817.6717484642,83396.9444375334,97288.8561935691,91831.6242837488,116148.501192421,92063,104156.634321912,120035.091114076,113741.777552646,102149.543836227,136428.048407206,133521.994872722,111493.338252571,105358.929654405,116865.40495012,115007.111024733,143782.713582726,
MA,2100055,Açailândia,1284852.29827447,1392819.92331561,1422603.25327326,1526228.71296926,1906496.82462871,1576964.67077813,1315012.16250277,1154493.8750683,1012037,1032620.51055872,1111411.63787037,1246863.50776341,1313220.70847872,1382049.35699151,1269842.86021978,1347895.55010506,1521971.12478902,1322945.55627987,1406148.01703898,1787302.41292176,
MA,2100105,Afonso Cunha,11617.5952004025,12560.3326378007,13333.6610662094,11694.248334919,12004.2802600935,13910.2389644267,15499.1143855927,17363.9976345075,17247,19462.0328497375,19953.3921088394,22120.6555560699,26307.8930472966,24743.3784227612,22444.5096975741,27445.1447778909,30059.0493241843,29304.2837542117,37924.6153252274,39710.3624816334,
MA,2100154,Água Doce do Maranhão,20635.9107214232,21847.7601201397,21703.9967797089,23002.3753208537,27436.8824272042,27421.7337913654,31052.6144252298,31889.472271379,32945,38202.1213093373,36950.1242725328,42242.8544763963,43628.6268260176,44465.387199972,46423.5945494283,44776.5049603664,50343.7835836898,47567.277506429,47254.0516975689,47461.2307122846,
MA,2100204,Alcântara,45898.9638653295,43556.2284430894,43001.0304362866,48798.6252010514,53024.0984826087,55403.4833376928,56311.616182846,59973.285367165,59900,73541.3915268366,119781.076649596,69903.021797865,73774.670548386,71620.6963852846,74675.2563603882,71174.0457191775,75898.3675386626,70479.176325895,69760.4792016129,69459.5242180326,
MA,2100303,Aldeias Altas,44481.702215111,46288.928928027,48609.8328789963,47895.8452277839,50418.2244321663,54416.9128876321,73482.1603527166,81132.0998434319,77638,84412.1014934254,87383.5415838934,91398.3640913177,125418.19398879,143085.032175215,107655.617303223,106541.083973124,106003.093968775,111847.351873543,111479.350283226,116445.078302575,
MA,2100402,Altamira do Maranhão,20093.8486570428,23794.4034897718,23406.8312912063,24835.0064687236,25848.8600431527,26099.2141341993,33519.1682427405,28257.2904371236,30450,33435.626569847,33894.2532907547,36483.7670615288,40513.4028589163,41214.0469255177,39839.9562893541,34474.2495484342,33039.1876840279,32929.4632917857,32492.866437818,33388.8581706553,
MA,2100436,Alto Alegre do Maranhão,57635.372966741,62756.4503434497,56795.2710497293,57755.0300343092,75959.7109199504,66738.6175602526,84389.7849192938,90631.0685150472,97105,101023.284884409,123028.527564181,131112.120779088,148419.066187279,138734.367188685,137902.417129979,134588.356294692,157316.05204363,147348.490110071,128637.935251079,141515.430578855,
MA,2100477,Alto Alegre do Pindaré,87838.4889599235,84973.5461114575,94458.8417891011,91169.2051525902,98419.8584461928,99099.1003564799,111119.10985008,106933.601667245,97762,108271.34806468,107026.471569479,106950.843698065,99651.7582921574,99795.0926087407,111841.283639701,111256.525895454,111468.535374242,115299.475723335,121573.970361653,117535.540130255,
MA,2100501,Alto Parnaíba,48081.0536706547,90147.4172241391,83790.5827246433,87854.9392501816,66243.5727915359,70978.8258063125,121860.869923461,145623.385719057,131202,140979.491029119,181874.356567892,197954.608071497,210920.506173212,213220.302904632,117460.023673375,175997.475205411,204567.846918345,190392.721231275,259692.267874688,270277.219208203,
MA,2100550,Amapá do Maranhão,16832.2891001351,16181.0418495621,17152.6305698189,15876.1304174056,17087.4709540293,18682.0499491194,22095.4151858986,23469.3158162066,21934,22784.6388089522,24818.1539740378,25104.8159225801,26120.5222474757,26823.3858162267,30524.6600655221,30005.4106749879,30111.168073256,29116.0576002924,29000.9901735619,32775.9401998745,
MA,2100600,Amarante do Maranhão,92687.550186512,106992.126965941,111724.680959718,106312.478449271,118929.909683518,127300.192971803,137841.963234768,124025.45672253,129545,131147.383925581,146345.68697538,155201.001540902,165900.614274508,172481.509893941,181301.268258321,167433.679500375,183686.382262164,171920.150298724,176892.002895568,181444.725679145,
MA,2100709,Anajatuba,52996.6572929235,58186.6893187231,59112.5479888665,63655.6931841959,66366.5502347471,66774.7347072957,80370.7546644146,80069.5511277393,82435,91271.4964022793,94206.8661550173,101755.015557921,104561.758463842,102189.87856917,110693.682790551,108278.931761785,103954.651449079,98518.130830476,96656.4226140871,96929.2659610405,
MA,2100808,Anapurus,32420.1402237843,43551.3363376043,51598.3396665972,45138.357124814,58495.3351048051,50348.2433706531,92446.5852207606,79781.1450477655,72977,89231.2187779769,67070.9371010414,85170.689511461,94338.2469885745,75114.1212657043,83746.94908722,83156.016687403,76914.3903436005,67700.7335463997,74551.0569146123,69616.3714672195,
MA,2100832,Apicum-Açu,23570.6855067846,24234.1085283497,26150.8715391451,28634.8250055715,32290.9483860885,33121.4425815478,33353.7040033837,40118.80365108,38630,44875.0293041147,48432.0912275764,58897.1901502235,64888.5734828633,62165.6809109329,66087.598707023,63678.6592532261,63696.1386127318,65944.3306892303,64701.2956221323,62542.3738059759,
MA,2100873,Araguanã,31597.4078170907,30611.0596094422,28103.8995463724,25454.4881899787,26059.4356423501,27678.6431990701,29569.1259258958,30697.8997830665,35983,38113.4938650237,38174.0121468469,44801.3881310742,45857.8967356979,44480.4746258396,49368.4055730613,47604.1791263523,47466.1259102232,44602.294180363,47893.112020376,47499.5089100028,
MA,2100907,Araioses,91985.596017971,95955.8999864762,97201.0848298335,94418.8022415235,98468.9559301206,105680.759349505,132927.487183295,158806.579427329,142220,153790.772745158,149190.306870537,150363.972741013,159566.89109631,160849.790342155,163325.360208845,164690.45005088,157761.111024468,151433.278584678,145595.989316648,132023.837966603,
MA,2100956,Arame,85543.3357840866,88167.9394678288,83796.8520880449,79437.6540831221,80074.1016277611,86313.3531215659,98829.3913209045,95581.6781434682,104208,117754.484606234,125548.145787611,127829.623932321,131455.369680658,123481.665428689,141354.735439029,129707.696448792,136589.77242682,132642.127863254,132994.732959663,135543.098120234,
MA,2101004,Arari,72603.6447989182,75067.3272293656,80145.5266289571,78750.6396396851,85140.9444559413,84052.7444874778,109856.751125613,106134.521663709,111985,132257.07338459,127709.406904587,134751.825838215,146913.460665884,144038.968965294,149066.308640943,140486.024247899,148412.530011195,141640.461758829,143637.119029068,146252.124142841,
MA,2101103,Axixá,23566.2533998636,24341.0171848065,22312.4124591932,23505.1372992233,26619.4285169299,25974.0267563594,33987.1534099253,38442.5788404057,31826,35842.4156044879,37524.8640709528,42615.1784037561,42840.0465700784,42232.4481715765,44603.546547101,42082.2289697072,43250.3632746338,44100.5450596169,44411.7900141349,45487.1026860606,
MA,2101202,Bacabal,458276.00294791,482093.925398343,506651.71890101,527667.48647443,563652.177617307,576629.045205839,659997.974976614,654909.490550831,607057,599546.196730541,644481.736102156,700638.848280192,782863.971184045,697536.960133853,716238.053684068,693629.513177344,709055.084983744,704856.37820731,715112.722924279,707078.135902071,
MA,2101251,Bacabeira,95375.107253123,113735.286610456,134458.449652893,148359.000873504,130265.184353997,151258.138456309,207426.734430592,112160.690808423,166513,269666.540172453,242559.866087082,210678.857845415,282702.702192793,192935.258825728,218736.274398904,207669.751153748,179673.23858364,142536.081130015,185838.319701965,279767.878205876,
MA,2101301,Bacuri,28275.9188795872,27524.3258760266,29056.5723524114,29535.6616635892,34219.7931231061,36620.2291835441,41868.053783979,45302.5234569233,43405,48338.8852527042,52922.2459027332,61343.5492883251,63318.7897741274,58167.5130560355,57616.6677293038,59079.4817956303,57547.883034033,60673.99837949,58909.646536412,57373.4166921478,
MA,2101350,Bacurituba,12878.9770095625,12998.5507294084,13337.9956889211,12765.0912742624,14050.5413369156,14350.6869144698,14718.071375535,16136.6454445442,15538,20966.8529979787,20507.6054858873,17850.8638506418,20095.1494406362,19655.4869449767,21426.9575903126,21478.9419823137,20534.2015303433,19976.1326874411,20161.2713731154,18485.568654167,
MA,2101400,Balsas,903060.870001829,1093977.67886671,1290091.99804445,1370427.28073906,1085372.45543092,1063053.68045051,1501195.35921545,1531114.26734555,1438810,1420535.44869895,1781679.69082128,2009394.8444556,2149602.64878169,1802156.67289683,1514444.87780408,1863871.12541364,2045797.93238357,1962929.0882025,2518290.29025788,2944438.32572501,
