PIB Municipal - preços de mercado (preços de 2010)
Sigla,Código,Município,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
PE,2604601,Condado,85078.8897335788,77972.0040378944,78956.379678502,81984.1076435723,93643.6479350009,92922.878361664,97985.9587435301,108459.118037633,116037,118810.628317638,128675.859244192,132323.764670902,134035.775419924,131552.752475737,129709.346391025,131140.808956201,129673.204502255,129933.356854165,125854.249699628,117128.950981321,
PE,2604700,Correntes,65024.3772128011,64789.5481068502,62979.8288328814,66088.6375714406,71341.7924752014,73099.4045554337,72660.013367638,75993.9178396897,75904,79528.3600307286,78876.1951926964,82550.1018688897,82575.9343777693,87203.9499301959,84607.8083201089,92444.9355014403,87734.594013247,95188.4944480111,93778.8041663028,89634.4684519833,
PE,2604809,Cortês,71260.6784069366,77584.8932960667,78405.9397709522,83831.042512275,82532.9082032296,72949.6771101696,75180.8004169459,87019.4871150757,113094,121149.100363954,88517.6263647044,73611.1453564639,79462.1857712965,71908.7290609375,79912.0971617866,64395.2155069308,69861.3767051731,65689.242110486,60852.1577240691,56718.0192580455,
PE,2604908,Cumaru,67933.3914452911,65672.506542341,70969.6093974105,78114.9856805657,83245.3518302089,63725.1038620308,67559.4483687599,64126.9834588165,86152,85861.5294889706,78458.8246247961,68618.9815868419,68461.8969251173,66119.2722803125,62955.6443718924,59728.1151252008,56739.1640175378,54143.9555112809,58040.5033888784,51003.3644230881,
PE,2605004,Cupira,87292.4659255773,85111.3076687084,88066.8124280405,96229.5189498432,98712.3175209862,99123.249332005,103594.128222114,113154.932820964,128803,134785.725155162,148817.410215609,150825.399830476,157625.316509189,150735.728674226,144123.822065086,162406.771196204,154572.497668337,145984.271895993,138850.235306374,132375.343855406,
PE,2605103,Custódia,116985.110727071,113210.832255039,117162.215582413,131818.321369859,133873.813722775,149051.637196629,159900.886673035,181539.700776235,232834,219115.661622089,236874.902634555,226011.761802693,240969.913774412,232835.3281166,232235.333806894,262069.894202939,291189.793479499,257913.094791382,259313.897724851,277227.512937796,
PE,2605152,Dormentes,50025.8177335422,61480.9995170748,68423.8738889038,67944.0347078081,65209.1779202435,71313.1460966725,85399.3077144144,84524.6660999647,94863,108564.003271424,115317.435268711,118823.840048318,121419.229005211,110198.558536493,124567.663205643,131428.41052686,127217.18165274,125848.006510442,124196.703478376,114845.329722327,
PE,2605202,Escada,340280.943666331,340062.524160034,325912.623089804,331677.942461503,333329.969145476,341422.707834763,365489.776477122,440618.351963447,499040,428615.245536153,487980.602152906,527585.391760753,553124.50251386,490317.337971992,490050.303567027,533123.360020429,579193.316018555,606368.588309107,569323.590685956,609851.51369778,
PE,2605301,Exu,101642.038048581,102459.601224692,103534.313218058,109846.448295392,128892.867579262,130271.295348176,125641.284895601,129546.373110598,141179,141463.249162664,137154.126538445,149461.007660771,151576.337932293,143999.878816455,141593.263863175,145755.252173306,157223.52662393,164674.286176505,166234.840864942,151766.985458001,
PE,2605400,Feira Nova,54492.1010812592,53675.8483595479,55937.0312060046,59875.9507768394,62082.3451452229,65204.5918601098,68911.8514084225,74753.5548491261,80527,82118.8663718112,95686.4790289261,101886.283609234,102228.475629852,102058.892280956,105952.295976541,116725.851083851,111867.331645229,120648.46970934,126892.788688302,115558.144453006,
PE,2605459,Fernando de Noronha,42106.0264143474,39804.6379259029,44339.7736385181,42483.592867334,44225.2824131456,41568.174543551,43438.7941298567,45511.7804999117,57331,61609.9218361194,61298.7363576828,60349.8899180848,69832.5069490042,67405.8182315625,78878.6854518559,93950.2543606321,94500.6617298187,107110.795224171,62023.6803637319,107161.214934038,
PE,2605509,Ferreiros,56230.5261552403,50456.5049321797,49772.6182148918,54640.7918289041,58886.6775495472,64903.6257601068,67351.4885741708,67308.1242055942,74248,75139.455132116,68306.798721156,74974.7419622219,67162.104211399,61960.6290775513,64837.2276325765,65376.7323565827,65692.4623833561,60458.8025079942,57294.8450601201,61853.3662470478,
PE,2605608,Flores,62459.8020894556,66393.6575065884,59735.551489527,69574.4085963966,79848.8041928013,74537.4722509429,84454.6365131382,87268.8607932484,83016,91520.7610894113,84936.6211028222,85990.1203772316,92035.9467277828,83735.2135648321,91859.4530446134,112139.5239092,99603.6143074719,93541.0941993801,89207.2273071142,90048.0597102558,
PE,2605707,Floresta,135241.984997433,157288.795922076,174044.440245463,156988.569137959,161224.936876297,171429.343587735,181233.438983326,214127.419346497,248290,265889.718561131,286369.23616814,284065.654168726,271696.5119041,246593.003131539,251146.324029751,252438.913095289,244451.573244513,233861.163535193,217027.735274933,207828.673667365,
PE,2605806,Frei Miguelinho,37383.5528485281,33762.106713265,37069.6192554603,41503.5261965257,41369.5857611936,45408.2945110323,50784.4341127974,53937.3581220009,55435,55850.9843608259,58182.9966469026,58811.2692439097,62201.2040980302,62646.4211624394,61880.3633109147,66563.8537333437,67792.4380482017,68712.0979555183,65936.6715227857,61357.6169058679,
PE,2605905,Gameleira,84437.237295808,77705.7839163623,89128.3082166049,105282.987417259,105713.157998134,107567.52336369,110075.506138597,119240.734801763,114988,125773.421911524,119660.483924034,133459.034423771,140359.908754037,134556.521807547,150033.744403769,125691.065151339,129294.904368543,130911.009116313,125265.849815293,128025.633534206,
PE,2606002,Garanhuns,821356.219447021,779659.953068346,846815.442566154,899467.982957124,969071.31624007,1022361.15940366,1041484.7839434,1069461.78774492,1201193,1261357.7891041,1353515.64634948,1431056.45067365,1375850.50483933,1363423.92975804,1326290.3580403,1433244.68174829,1429751.97593992,1556642.09216402,1470237.16569625,1436418.31142831,
PE,2606101,Glória do Goitá,93060.0428416928,93143.5687457138,95462.7017761397,100529.271517036,105685.728340561,105540.116880464,108666.548627571,114248.924304774,123207,120740.121636548,142813.431964257,211674.903907497,271569.630890048,257689.804857113,253624.2283508,293270.381191749,267334.046502696,278673.596765006,252065.233320163,258898.791532816,
PE,2606200,Goiana,748803.806992486,775485.321975378,675537.001566395,679081.446526868,703116.894070176,736133.906923611,798364.005457318,832407.1692739,901542,911134.441265868,1023892.96401244,1212115.661235,1783602.56086379,2694466.12885183,3533621.61055819,5601517.27288159,5402283.43685855,5435628.0231593,3713509.35001588,4977549.32017453,
PE,2606309,Granito,22105.1912107806,19422.9542346378,20134.8077265366,21396.8488250312,24425.4250347058,25567.1671455451,33269.1922667042,32961.7790875218,33838,32573.3553928793,33367.4084755363,34463.0346352595,35255.2175789025,35434.1912340812,35439.2337406805,35046.3930985741,40166.5730205689,38515.0041757013,38758.9294213116,36612.6293101926,
PE,2606408,Gravatá,327396.913332975,323526.939537052,351571.376645023,373365.39172325,379406.467171922,411561.651763626,431273.446325742,452797.545558727,548708,597021.237770149,643776.140367488,679953.390085141,700074.109515142,641703.883334776,644388.34413524,653996.180985883,658589.495784246,678323.232934083,646530.098917138,634709.001850164,
PE,2606507,Iati,51447.3538117814,48808.7145919411,56492.5907588465,55493.5130945389,54408.9600720049,64767.5359045325,76113.0881832814,78835.6935374758,72340,75593.6707842231,81140.0884165325,82622.4981880986,86063.6869035696,91830.3033348508,91734.4793755794,90939.6166422485,94885.9891105962,94138.3610698763,99053.8223221897,91400.8672344925,
PE,2606606,Ibimirim,96185.4134226239,94684.6452478557,96776.8403926969,114079.587295433,114237.976562833,132973.055644592,151992.237305286,174690.598493551,156426,153115.911684812,151360.975930641,148070.361880803,160231.541059454,157021.013132225,161576.363226476,156581.309594778,151932.595187265,164629.898516327,167388.94897888,154101.955518812,
PE,2606705,Ibirajuba,27224.6204582796,23844.4751385268,29336.0033032949,31825.1301221872,37783.1940702098,32662.8740401738,34186.291330633,34287.7965153709,35655,35367.8894963922,32967.9985263366,32640.3976318804,38221.4301225242,36360.0105486801,35543.9071182978,36967.2044396323,35588.9071610881,35382.0219838983,36481.3205416789,39924.6270273976,
PE,2606804,Igarassu,789424.424075745,831227.00923861,876025.095867032,870256.171687313,1015911.00026774,991010.61764623,1179845.08869984,1189672.91142479,1244019,1311538.46343395,1352199.38957899,1559633.10915253,1728133.42731366,1728375.04565207,1490197.44847506,1517260.44355649,1481672.20528205,1607928.38135043,1505094.71364232,1620487.4276876,
PE,2606903,Iguaraci,39662.903938909,38112.7969898141,40621.7815275917,43048.2446176817,47221.0911193137,44102.0551616324,48189.3615797175,48985.6642601966,44467,47458.1500248379,46600.9633876697,46853.1475512902,52812.7467384995,49774.7895211754,50326.3255742862,53725.8091537323,52534.5278564694,54058.551405622,52075.2367588118,52454.6682853559,
PE,2607000,Inajá,42065.7100092563,48642.2481311988,47795.2220559564,59028.2942136435,61695.1708337026,66143.681981667,69836.2725578611,77305.8402335551,81520,88393.8740697224,100429.792901006,87971.8701700807,94880.4420195523,96202.2278760122,97592.382217507,95008.8729079499,97866.1274704399,100261.610697973,100587.883724667,91905.0191068789,
PE,2607109,Ingazeira,23766.8627554764,22646.4421312205,19764.1596243417,22524.0809904492,25694.0288475072,22515.9415566134,23750.4717956502,25841.6184589979,21277,25734.2709400139,23974.0048951083,21667.9796700277,25244.1580341401,25428.4847155644,21164.3225701093,20821.1298792116,21202.9612094436,21644.8839624868,21726.467836737,23572.3676850877,
PE,2607208,Ipojuca,1265597.72121095,1206068.73681617,1743072.57151534,2257597.1851672,2299922.50882156,2773746.44585628,3138577.92175571,3954062.53570696,5404486,5347073.73993518,6232283.37306414,6281215.23794939,5305896.22969886,5709599.03550813,6987614.69365032,6665150.49013887,6773555.83392429,6685947.50122036,6358398.49287635,6969127.5364852,
PE,2607307,Ipubi,89182.5173097999,78009.7505114279,77978.7221380589,86059.4828168332,104011.654347691,107693.772638304,113851.396147993,114785.619829537,131970,139058.306533113,152033.216230579,164189.283018064,156949.601341331,161619.934853484,161309.287517525,164703.91225206,171655.735285425,168112.363298392,178230.810524768,158889.064270037,
PE,2607406,Itacuruba,29669.8345538296,25987.1307550576,23051.0182613938,22008.7960642145,23584.7823470725,23696.468275299,24295.3417695101,27373.6402296853,30961,35384.507142201,35183.1414994139,34096.2796555311,39781.6239871748,34119.5278073508,33724.4935000773,32684.388709761,32440.114871664,34723.5113797389,34281.2854584564,33276.8244212361,
PE,2607505,Itaíba,78162.7816072869,77819.2048344093,86294.6533142359,97167.012488563,108966.792822124,122600.984591043,137969.525529824,144979.351089342,137037,140836.394634655,129248.033239941,129477.236867283,122373.787331858,119605.568564902,122202.679255599,125185.008770627,126235.123875287,129060.774116742,136315.102531176,132299.254267259,
PE,2607604,Itamaracá,98911.2750635377,84736.6503158947,91657.0034810323,97531.2280285608,96773.297635221,93328.001473819,88482.1733256469,95769.2505187894,108150,118344.411032446,122176.681077237,142422.653418564,157822.277153095,143153.611383703,141527.287916071,146471.196508775,146074.799153955,144114.371477356,141322.570246383,139683.678775851,
PE,2607653,Itambé,176606.16828095,176855.014916357,161364.723077752,173937.707327759,206590.210461467,199011.82500937,224481.611058333,215086.965890771,214506,220191.192586936,208838.376842876,214948.649550843,264702.564844643,260297.186363857,294566.109833616,302788.157425842,248662.651048725,274598.92193449,264069.1186735,243980.097375782,
PE,2607703,Itapetim,48499.2903046401,44956.9591307602,44438.2275235762,43532.0466861261,48843.7855281654,50284.427044922,50796.1205941038,52133.1937720902,54543,59145.8942436926,52248.2950676811,53266.1885308794,62691.0238266959,60053.4412894776,59757.0797055507,62616.3691964956,64035.2032836592,65259.9741057267,66214.2485085797,65293.7359687956,
PE,2607752,Itapissuma,557485.653984495,540977.218567951,506568.602317347,517042.212561823,463783.975053659,493746.037603905,518062.279459954,472874.295118401,464780,475527.782856935,564968.366579366,881663.855552078,1006283.732602,901088.966225733,768348.267366596,855916.960317636,915146.673307535,1057544.99364631,1129621.7076304,1112700.99374716,
PE,2607802,Itaquitinga,69919.7713393881,66169.634708815,62771.8967496011,62084.8227167346,74228.0132262297,70645.3345295252,83377.1578298555,91681.6906635229,144367,206140.973055597,122197.207498609,92836.7437081267,104432.664408848,104533.915915317,82778.8789402868,79344.3779988234,77218.9043831208,77549.1754147502,72508.8079887137,75089.2201263471,
PE,2607901,Jaboatão dos Guararapes,5228835.37560184,5130967.76552108,5514042.86773297,5876643.28864783,6178055.40862652,6714467.05598456,6992276.29331093,7418854.99907234,7586200,8017397.40344513,8967029.61095328,9618185.93931892,9921566.38207789,9138059.51751854,8504508.92849064,8285428.5924688,7823117.93229568,8515488.29937332,7728122.18236693,7531261.5422689,
PE,2607950,Jaqueira,84353.9524405071,47949.4640522626,48519.2554901813,47360.4410192395,54234.2864606433,55003.1090177899,58129.9228370195,58754.6070442686,56164,56616.3192705756,51173.223748315,53726.8200563951,57305.219852316,54436.8041142444,56745.6583507066,62328.1557076016,63668.6152283906,56708.8880266289,54218.2788487535,52189.5217450638,
PE,2608008,Jataúba,48107.0782881904,45115.4530247691,47898.8713069884,50576.7500241511,55509.378227419,57221.7252666594,60604.4154102005,66916.7159542013,69387,72842.5272003221,77386.3191081015,73724.9110009349,75508.9569672009,71648.1280686801,73046.7923583059,72845.1944201746,72992.0152730105,75618.593131566,75647.116609468,72290.7104273135,
PE,2608057,Jatobá,61149.4942272979,45166.4538072411,49132.4492992288,50341.3830458302,49936.3833819141,53663.210451665,53027.4566324012,62118.9832328341,62557,63580.9592695519,69260.4220474036,74853.8162422247,76259.1778467988,71365.5817297062,68276.2238753845,75075.6363883673,73213.959159507,74307.7524835251,73966.3510205824,71791.6934351088,
PE,2608107,João Alfredo,89280.3542178291,83464.8960430177,86737.7738356591,94373.972217039,103890.860661414,109318.755682583,115779.500342485,128582.489632791,129161,139750.708441813,151043.67166693,160357.847047625,159035.023589731,147819.054937197,148544.21052107,166674.288970189,171019.183822043,163437.612251799,154765.000967162,147811.727296214,
PE,2608206,Joaquim Nabuco,155804.706112667,117389.09829228,95478.4547686258,73698.3623356233,73858.1068952002,102703.855143792,111181.476146825,115765.766808095,118083,105803.627662073,129317.309912072,69150.4183036718,70168.1514919905,74818.5448771176,77425.3114632425,76774.3214099594,107296.693032814,103975.003686787,99288.1268501223,84636.8296133087,
PE,2608255,Jucati,29102.6958450612,34886.9662775685,37390.4400582908,38277.0834714546,44581.8773917621,49216.5601066051,53530.987598462,54055.5395607871,47854,48729.3999292109,54830.3478227855,55714.9343608231,53517.2314386136,56886.4534414646,59741.8544869882,63538.5299773095,58814.5443176529,66037.6009625157,65948.2812066022,60344.1782809134,
PE,2608305,Jupi,45310.9963437528,52463.7234908663,55187.2202881952,54420.7671159093,57393.0282219258,62424.9270699037,64308.2038790156,69106.8673885881,64570,68720.4278371952,73251.9557367286,82265.2899757384,82238.0767938402,81799.2225091931,87843.1672646433,93840.7209964876,91067.2659342275,87781.3738894496,87199.2797197643,100001.324731573,
PE,2608404,Jurema,60607.0959079133,53092.2608039631,49157.3861287117,52970.4426078877,58521.2505472064,58797.2877109731,62409.1064526408,64819.8085907834,63128,81565.8680473962,64395.6601822052,63970.5014424752,63639.6807108286,62189.6836339039,64301.1730623546,72664.6785407187,61016.4150649534,61952.8124879089,60029.9810247022,62010.6803035239,
PE,2608453,Lagoa do Carro,76435.4833443801,67280.612216131,65813.6969894159,75046.7066650567,71606.0849923336,74324.7549621813,69788.421280461,74033.6238825751,81573,86916.7499978293,92058.4340513994,99668.2513240221,111406.69409982,113790.051685051,128060.582097526,139546.117838258,144926.42986261,156827.783969093,140400.655808774,140338.609402664,
PE,2608503,Lagoa do Itaenga,148194.989401077,158279.697049935,167218.315032012,184125.531052464,150507.04572144,148999.743478311,155103.966570617,197562.501715526,205505,184191.832549809,187541.359401718,156922.601922968,175544.309022771,182502.989630411,183345.888234445,189395.424970453,187696.012317155,199676.484637868,244966.439379287,225402.100878344,
PE,2608602,Lagoa do Ouro,39691.548305885,36684.5369692689,40184.0093588264,42104.4910434566,45622.1459090944,50045.4015483373,48967.2444460846,50922.1050828772,48887,51928.2967474046,54956.9274212471,55335.4503579371,65070.0428401702,64966.4557856157,66142.1557402054,68830.3988774277,67782.4827815251,67462.5010411406,68032.21945166,64990.3112307853,
PE,2608701,Lagoa dos Gatos,52709.960956974,47446.4014188217,50187.7838967944,54127.7537260746,55333.4355851929,56233.0816498319,56065.2645984137,58339.3456584418,61841,62706.6864595001,63773.8806681406,63488.389690381,65052.338512628,63760.1475082976,61985.6710726388,78925.2140075444,82107.5259252655,64140.7308263022,61979.352480069,63225.779677433,
PE,2608750,Lagoa Grande,114166.152043866,122150.827001542,118128.00506495,136464.438594554,150087.202621739,163491.393076226,170325.410672323,163988.130766406,181352,174645.9182352,176977.094535521,209439.369215443,189648.756631338,176077.803587094,182531.339041351,200351.820976075,187850.611752604,215826.85051326,204258.66621551,213258.109248593,
PE,2608800,Lajedo,138844.263961234,128653.091246214,154415.244237441,150671.113054282,169688.583303524,189786.599941399,179572.996399662,203273.158945682,191951,211888.832100351,228660.057747911,258268.697611951,281496.594878985,251915.435502356,260166.631643934,276022.241889294,261534.225257679,279713.054629934,267020.089214489,273351.145207892,
PE,2608909,Limoeiro,281609.677316869,261593.754950558,264007.063660936,275963.954426232,287065.662634069,302218.747105517,306986.767029452,308270.319790247,351643,364689.931717341,407867.690072538,429473.263517748,440569.240164744,416838.145036661,437105.240399988,454890.837455407,454426.30117611,447693.94055514,409979.097166094,391344.623288898,
PE,2609006,Macaparana,97466.5753849179,97033.2871452727,106194.614118358,110803.295873111,118951.706837859,108253.058101921,106374.72190064,115837.326211396,127859,130041.387276751,142103.559891804,147913.635783175,157747.771441355,154294.30380271,155609.346318184,148439.125553963,139750.276794688,156236.135789759,150843.038688796,132376.277469984,
PE,2609105,Machados,69311.3815506014,40959.301369062,47068.2262432151,47431.4576122839,75215.9564486454,72977.2028921255,61030.5798687438,65372.7676162969,81179,75610.2884300319,87794.0700113363,81888.1926646944,85065.6054383818,69542.0605759888,115124.221392243,122903.777588892,124183.167732058,107927.191049976,106856.585272664,100968.082627602,
PE,2609154,Manari,33381.5578724185,29598.4753646243,35065.1722692275,38643.4854209119,47644.8490849303,55379.7608928151,62123.9767868685,69296.6082306761,67476,73464.7657156071,66930.6732216651,69847.3323215505,72603.9718896624,69588.6944377612,73519.4085178506,72686.0956789592,71508.6805381934,74653.8638590901,76447.6570799042,64957.634720538,
PE,2609204,Maraial,58406.9547181203,60415.3697295616,64450.0710439029,70064.1772611819,70253.4018225039,70442.3287234263,60492.6154371532,72846.3883277961,82832,82856.5052052129,51636.7787643026,51883.4983903849,50118.0005505239,48436.8091635588,49799.7867656659,52432.2140040041,51163.629074706,49044.9932819746,49788.6567598664,43175.0061824219,
PE,2609303,Mirandiba,37342.3777583413,40220.4019526821,40641.9309555912,47867.2291555547,61389.0164640373,56790.528095553,58002.0242821965,67007.7915584035,68526,72238.7527359358,75036.0438609909,82772.8597741477,87572.9808265366,86653.2588860308,89489.3940217152,95447.0063645277,88547.4122571972,87253.7787893594,80233.9971427783,76279.1119066368,
PE,2609402,Moreno,269864.377405174,279691.038514903,292397.776152022,307339.020791734,356957.615636974,344534.817193017,322882.230453091,339124.349180517,342814,348396.330001814,353676.227114961,388733.229337896,413269.904775088,389518.245750975,399880.215398746,417769.429620443,384716.595886775,388549.349909884,407110.449837623,416628.306496364,
PE,2609501,Nazaré da Mata,214669.609750704,209416.854039075,214228.216260964,183229.848279376,214734.32380829,197953.850544465,202869.062570474,212749.358716247,236000,247869.728086579,273736.934348699,278144.271708599,296824.116448588,290427.461613414,298023.503215521,318341.895134353,308987.467881615,313886.496144935,310257.718024457,321381.880813057,
PE,2609600,Olinda,2762215.06040878,2423478.68625676,2635834.40751519,2719734.50202167,2845778.77563676,2798992.84676696,2867450.65953052,3001506.04405604,3479823,3590675.35898443,3767138.85088477,3898259.36419581,3945620.3693344,3615888.14460241,3343974.38499118,3327388.62610581,3240847.469175,3103966.14690537,2857276.17088621,2701997.29198188,
PE,2609709,Orobó,108496.915468413,98477.4323551738,105152.912334184,109144.852514658,121741.159270379,120724.539580919,112820.328293698,122305.862576521,126101,130163.250012682,150993.210881057,159065.055633181,165992.086633476,179279.766831437,197807.308332407,204253.411645265,188359.501560956,198833.119094486,195811.565813221,186159.946107825,
PE,2609808,Orocó,49321.0462419991,66934.6431156667,72846.5473911962,74655.9852256437,68822.1909688867,77112.959225022,106059.78495907,95627.2159455693,112159,91409.9767840193,98080.3729214525,109866.585565103,110711.061563477,108981.277585816,134491.333787869,92695.2100597368,101747.510266479,104685.206249635,91724.4178436869,87035.2854654579,
PE,2609907,Ouricuri,220612.611092534,203395.381525576,223999.369137375,252366.333445297,260264.028497748,273169.97735382,274234.799296958,285761.634751697,302985,307344.282436268,325288.186357284,346287.506054925,364032.694519785,343871.924580826,350391.276845398,374640.820468127,390456.685531732,400276.682102731,378040.856986964,364349.157751764,
PE,2610004,Palmares,314279.449836299,287737.970913021,311724.784826255,350268.155000397,366417.296368754,413552.376611177,428142.859752313,478432.075441504,484107,511578.842236578,558661.623612774,605028.768651603,600151.622547653,538190.426041773,516303.655441656,510106.05559421,468549.310966707,482895.602552746,448837.236612747,431398.089128127,
PE,2610103,Palmeirina,30871.1710979007,32947.0483041427,33618.4822809332,34650.291913212,36987.4605257845,36662.7734006982,37902.6226378076,37959.0107514272,36329,37147.8240030235,37198.1518641128,39606.355554878,42001.3040527698,43798.111501376,46120.3589463915,44372.027006738,40248.5575696705,40846.1991387197,39637.5714010587,37325.4440408723,
PE,2610202,Panelas,78154.3657334506,78687.7949995698,79178.8284982366,81325.602828746,88838.1850499304,91955.110698836,100069.25205627,100574.57287384,103495,105065.988828672,108178.516968991,109267.525912749,112845.908392933,109472.304718596,103914.019841485,107550.137143371,111344.387342745,110634.838320833,111376.44626758,107158.414090302,
PE,2610301,Paranatama,28652.0571469332,31225.3418799733,33250.0903459964,35192.5531045812,41141.158858401,49381.3869899204,54378.2377131887,54921.8420340916,48323,52349.2771078941,56275.7499944074,50240.6588391069,54989.6413458677,73285.1137753079,125344.783736438,148598.836213414,167374.385010554,123390.9528654,113118.426552952,133400.919469881,
PE,2610400,Parnamirim,71600.4270437331,65540.9658516974,66882.94101266,75960.3841633675,85180.9876336685,84934.4630727889,87684.9305068249,93077.099027907,103284,111321.609273139,117360.669462797,113887.365755011,116520.29403824,104274.68650723,105047.664240285,100296.45838042,97715.041658524,108227.791027131,105221.202993243,99518.6459944916,
PE,2610509,Passira,82112.6494587477,82506.5179254841,87137.1448014345,91550.0805572989,103669.432288708,100581.832265684,110820.002715179,115203.049682131,124260,127217.3106918,124117.283164461,130823.3310662,139764.600740433,126970.289764515,131443.118154832,134620.78796117,131500.874343299,130655.920537568,123656.325468009,123492.467948331,
PE,2610608,Paudalho,248913.116482096,218079.439096701,195232.854901761,234655.668840735,256342.064361738,272107.698346684,257486.326292,276669.253598842,310726,324140.106336239,372156.848490349,364273.615776617,379321.856713046,409152.47314132,425966.724253295,464057.984540591,466571.140917669,487997.374127633,441322.604906081,432416.662633264,
PE,2610707,Paulista,1654810.66407931,1529417.03790777,1567407.09672937,1584757.74921338,1690315.42573383,1824580.19843431,1979707.25824278,2020674.91423386,2155696,2514211.95956683,2954344.73586881,3000989.72625252,3085642.98649965,2744253.26263053,2413068.99656904,2459068.69507397,2453751.29190143,2848351.65866826,2606727.0567299,2610223.91253057,
PE,2610806,Pedra,64338.2498264114,63902.8265132939,73174.2108711631,85889.2737172615,96194.659975964,82525.854632409,105899.081878764,104095.078669609,104870,107053.643907913,107738.054177047,117193.729520198,111270.223241683,141471.363399473,135968.814372539,149273.782027108,145897.946769464,136315.628144819,136883.449325282,143028.819810593,
PE,2610905,Pesqueira,246544.477339728,233190.248783134,249616.590671203,262715.668099836,295058.847526663,310730.912918971,322492.807900829,333924.365873924,353864,358327.219777661,416571.748001885,441673.236650362,445622.350317394,434236.004438186,408719.089158392,423388.674776524,403233.977509218,411374.720885459,408637.12325949,405959.425900632,
PE,2611002,Petrolândia,837024.864859244,939551.856968317,908678.411429404,730063.447544347,748013.089660733,779377.93683441,739816.779595609,648649.126995312,932345,823087.69135304,913069.959756675,352758.623202671,427865.647472948,586824.057533694,569695.325019862,660177.779000337,778792.31365742,821687.509141343,931289.785003205,782311.132673506,
PE,2611101,Petrolina,2170280.84683188,2267661.14526869,2324617.45039639,2596863.89882275,2515301.16217026,2580552.55330092,2765785.89211379,2887051.11540842,3434155,3490813.46290155,3798501.51220629,3884567.70866192,3928816.74945598,3806294.88801115,3656983.94396097,3664666.94295421,3915388.23019481,4010374.52886034,3735878.04445283,3731674.27530007,
PE,2611200,Poção,37696.4276814222,33795.0176951958,37241.8498098603,43873.5120603263,44445.8782369404,48161.5321204752,48254.8333343083,46273.9965684137,50005,51058.6399500775,51204.0133803732,52843.7440748365,53824.8441296582,50953.666115098,50054.1747924813,52348.9931239837,49184.2878178242,50648.0058704276,48547.4760173047,47664.2918831069,
PE,2611309,Pombos,100463.365471749,102995.856244362,103079.38181557,117597.222361407,120781.938985399,119805.663468172,124525.821657486,134308.326130314,161601,178949.888499678,191691.972856678,199674.617325668,220445.43439088,216836.484568246,213692.286365964,222727.835091549,214126.659739671,226895.11023283,212104.701623846,248613.626528844,
PE,2611408,Primavera,94893.2785286644,88595.4492100919,88511.1645695355,86076.3066622535,94839.5478648934,87404.6286187054,73845.0009304735,92764.8398134994,131399,117980.669229743,108231.543557535,104055.786493658,97147.3336252597,96340.7578771596,100750.980685122,103330.960909986,92757.9044574872,93197.792169396,118082.621810298,136165.819044089,
PE,2611507,Quipapá,84957.9196211017,78381.2891053671,72475.1961683831,75326.6116671251,79211.9702869208,81722.1291377586,86554.2052640018,111248.850533018,150189,144239.319215279,119147.323389731,114092.621253427,122812.70711884,118593.339447607,122026.954858023,107395.933748039,105205.501426801,103708.677725719,97822.6681247423,89778.7119043605,
PE,2611533,Quixaba,33308.2466824992,27047.340595888,23509.7588777797,25398.5304920869,28448.1316304663,28023.2508517502,28641.9483771925,29045.5281068262,25990,29961.6153932632,28972.1884992257,29676.1263640539,31700.3361445049,28225.1448377379,31256.7393247363,30093.5269008918,31056.9184075354,31575.9205909153,30042.1677267397,31305.9640460368,
PE,2611606,Recife,26960002.8804779,23837409.7426543,26162633.5803697,26483145.2204179,26989856.7658664,28867288.7375124,28689834.5255448,30375700.3170003,33369681,34740923.2608746,36682943.8192773,37209466.9697145,37264575.3970592,32959072.2746204,31341998.6455341,31721433.1759448,30688388.4896608,30047450.6162364,26120230.7785923,25660539.0661111,
PE,2611705,Riacho das Almas,58742.1705614691,58629.0801864866,58655.8981904945,62256.7910128648,77343.8356092585,79752.6510853923,83184.4577129181,88708.7227263503,95539,94877.5255427885,103282.965471734,105343.00896047,118164.583458715,108046.542974114,97211.7517534441,101757.71912666,106385.493329942,111945.117099758,115750.658501888,121632.707707973,
PE,2611804,Ribeirão,179688.564712435,181037.13402783,191288.493494159,205851.968157677,216428.298145036,200324.97238332,221606.073445657,238908.657556569,265945,264702.480088347,261478.384451742,262522.578038432,275598.103086198,252906.405065019,260584.05638619,237078.541549178,261784.863736361,243046.599846455,258882.756284939,269070.989172789,
PE,2611903,Rio Formoso,187025.981361649,164250.52178517,208696.516016322,195366.202991289,203411.503692315,173346.243194543,160696.481935353,144570.595103815,185176,178025.7627522,195280.675526574,170871.224611857,169294.681400398,169882.357892216,173721.012566509,159076.712158918,155326.755520072,154666.835348276,169428.559340275,177326.551773411,
PE,2612000,Sairé,54999.3939982463,50582.7921875594,52759.0728174798,58518.4479809394,64022.7903331693,62394.4915135907,64227.3467856838,67566.1717508338,95253,96242.0189041999,90081.0554592161,81425.970011284,89368.4947114346,93818.4145889413,95776.7749039271,88439.318732225,73442.3446891472,75586.0047228277,88092.6976607323,82263.1145474895,
