ano,id_municipio_nascimento,total_observations,non_null_semana_gestacao,non_null_pre_natal_agr,gestacao_under_38,pre_natal_above_0
2011,2303907,128,73,128,16,128
2011,2603306,57,44,57,7,55
2011,2303402,140,71,140,9,140
2011,2314102,906,760,906,125,904
2013,1701903,32,31,32,6,30
2019,1505304,1551,1537,1551,364,1529
2019,1507201,91,90,91,16,89
2019,1504976,17,17,17,4,16
2019,1702901,27,27,27,5,27
2020,3102605,477,474,477,79,471
2020,2902807,625,625,625,119,622
2019,1702000,37,36,37,7,37
2019,5218003,654,654,654,99,649
2009,2311306,2141,0,2138,0,2130
2009,2302701,422,0,421,0,419
2009,2904209,216,0,216,0,214
2009,3202306,598,0,598,0,596
2009,3201001,131,0,131,0,130
2009,2929255,280,0,280,0,275
2009,2313104,293,0,293,0,293
2009,2930709,1275,0,1275,0,1143
2009,2307502,357,0,357,0,353
2009,2906808,237,0,237,0,234
2009,2916104,683,0,671,0,627
2009,2908408,609,0,609,0,606
2009,2925501,322,0,321,0,318
2009,2310803,172,0,172,0,172
2009,2920809,104,0,104,0,104
2009,2930774,39,0,39,0,34
2009,2924504,201,0,200,0,199
2009,2909000,15,0,15,0,11
2009,2931053,101,0,99,0,99
2009,2308351,86,0,86,0,86
2009,2303600,159,0,159,0,158
2009,2307908,60,0,60,0,60
2009,3144805,5219,0,5214,0,5208
2009,2412500,397,0,396,0,393
2009,2906600,69,0,68,0,68
2009,1502400,6121,0,6119,0,6089
2009,3148004,2790,0,2786,0,2767
2009,5100607,118,0,117,0,117
2009,3306156,107,0,106,0,106
2009,2211308,872,0,872,0,871
2009,2110856,15,0,15,0,12
2009,2109056,62,0,62,0,62
2009,2104008,512,0,512,0,511
2009,2113009,751,0,749,0,740
2009,2109502,430,0,429,0,426
2009,5212303,36,0,36,0,34
2009,2108702,694,0,694,0,687
2009,5215702,250,0,249,0,247
2009,5212808,103,0,102,0,101
2009,5219308,430,0,430,0,427
2009,5203401,78,0,78,0,78
2009,5207600,53,0,48,0,48
2009,3126208,43,0,40,0,39
2009,5002951,257,0,257,0,256
2009,5213806,521,0,520,0,514
2009,5212956,42,0,37,0,37
2009,5207105,24,0,24,0,24
2009,2208304,389,0,388,0,386
2015,2915601,964,963,964,158,958
2015,2930402,34,34,34,5,33
2015,2911303,16,14,16,4,14
2015,2914505,93,84,93,18,85
2015,2901007,212,199,212,38,200
2015,2917508,1873,1674,1873,313,1777
2015,2931608,129,125,129,21,128
2015,2932457,21,21,21,4,21
2015,2906824,144,138,144,20,141
2015,2909604,165,159,165,26,155
2015,2913804,24,23,24,4,23
2015,2923209,107,102,107,23,104
2015,2902807,882,874,882,164,866
2015,2931905,331,329,331,44,330
2015,2923605,787,780,787,126,782
2015,2906907,131,129,131,21,130
2015,2923308,21,13,21,2,18
2020,2305209,179,175,179,23,179
2020,2302800,1554,1406,1554,304,1533
2020,2927705,41,40,41,6,38
2020,2311306,2199,2164,2197,97,2182
2020,2311959,17,17,17,9,17
2020,2312007,121,121,121,29,119
2020,2910057,903,888,903,126,881
2020,2307254,246,213,246,25,241
2020,2305704,17,17,17,2,17
2020,2912806,34,34,34,6,34
2020,2906600,201,195,201,34,196
2020,2903276,37,37,37,5,35
2020,3162005,299,299,299,49,294
2022,1507003,271,269,271,51,269
2022,1502509,129,119,129,36,108
2022,1505304,1355,1353,1355,293,1333
2022,1504422,1537,1527,1537,125,1516
2022,1506203,787,683,787,144,772
2022,2505709,18,18,18,7,18
2022,2500106,34,34,34,4,33
2022,2501500,67,67,67,14,64
2022,2507705,26,24,26,9,24
2019,2407203,230,211,230,30,220
2019,3300902,115,115,115,26,114
2022,4316907,4762,4761,4762,1618,4693
2022,4208401,204,204,204,41,204
2022,4300034,84,84,84,10,84
2022,4320107,617,614,617,138,613
2022,4304408,483,482,483,34,476
2022,4314001,97,88,97,22,88
2022,4312658,218,218,218,43,218
2022,4316402,463,463,463,69,458
2022,4300406,873,873,873,293,865
2022,4205001,256,255,256,37,251
2022,4321501,723,723,723,165,714
2022,4320701,271,271,271,69,271
2010,4313409,3791,0,3791,0,3773
2010,4218103,74,0,74,0,74
2010,4317608,228,0,226,0,225
2010,4311304,331,0,331,0,325
2010,4318903,703,0,702,0,697
2010,4309605,174,0,174,0,173
2010,4302451,138,0,138,0,136
2010,4314803,153,0,153,0,149
2010,4304630,902,0,902,0,890
2010,4203204,671,0,671,0,668
2010,4314001,103,0,103,0,103
2010,4308607,264,0,264,0,264
2010,4202800,456,0,456,0,451
2010,4216701,31,0,31,0,31
2010,4321402,434,0,434,0,433
2019,3200409,233,233,233,17,231
2019,5207402,95,95,95,10,95
2009,2603801,127,0,126,0,122
2009,2601201,2302,0,2300,0,2278
2009,1505486,400,0,400,0,384
2009,1500206,553,0,553,0,516
2009,2605103,506,0,505,0,500
2009,2402600,981,0,979,0,946
2009,2205409,42,0,42,0,42
2009,1503457,447,0,446,0,425
2009,1503705,519,0,518,0,486
2009,2511103,76,0,76,0,75
2009,1506104,56,0,56,0,56
2009,2207603,153,0,149,0,147
2009,1502509,95,0,95,0,49
2009,2516904,171,0,171,0,171
2009,1506112,34,0,32,0,30
2009,2513406,148,0,147,0,147
2009,2511905,1,0,0,0,0
2010,1400050,377,0,377,0,336
2010,1400456,106,0,106,0,104
2010,1400704,70,3,70,0,63
2010,2406106,245,0,245,0,244
2010,1100320,172,0,172,0,171
2010,3302601,364,0,364,0,358
2010,3302106,230,0,230,0,229
2010,1400506,30,0,30,0,29
2015,4127304,148,148,148,30,148
2015,4103206,70,70,70,8,70
2015,4114401,245,245,245,38,242
2015,4107256,34,34,34,3,34
2015,4115002,81,80,81,7,80
2015,4109500,15,12,15,3,12
2018,3162807,275,243,275,46,272
2018,3114303,309,309,309,41,308
2018,3147303,111,107,111,15,111
2018,3110509,25,23,25,5,25
2018,3142007,210,210,210,24,208
2018,3132206,167,165,167,19,165
2018,3155801,218,218,218,13,218
2018,3143005,83,83,83,17,83
2018,3104304,61,59,61,13,61
2018,3108008,47,46,47,12,45
2018,3106408,92,92,92,7,91
2018,3139805,45,41,45,9,45
2011,3533403,250,0,250,0,247
2011,3534609,329,0,329,0,328
2011,3542404,103,0,103,0,101
2011,3511607,47,0,47,0,46
2011,3511706,95,0,95,0,95
2011,3514502,237,0,237,0,235
2015,2301109,1646,1631,1646,315,1642
2015,2302701,173,172,173,44,164
2015,2309300,241,230,241,26,237
2015,2304608,15,14,15,5,13
2022,3158201,390,390,390,61,388
2022,3151800,2107,2011,2107,541,2104
2022,3141405,303,294,303,57,301
2022,3111200,942,939,942,189,935
2022,3153400,24,24,24,8,24
2022,3157906,29,29,29,4,28
2022,3145901,1053,1007,1053,146,1049
2022,3164209,28,28,28,2,27
2022,3133501,43,43,43,6,43
2022,3119302,155,155,155,29,155
2022,3101201,202,202,202,37,202
2022,3165008,27,27,0,0,0
2022,2107803,90,83,90,20,85
2022,5218508,656,656,656,128,655
2022,5219605,50,50,50,1,49
2022,5211206,299,298,299,54,298
2022,2104008,198,185,198,16,197
2022,2108009,25,25,25,6,25
2022,2104800,1485,1346,1485,191,1353
2022,2106003,151,151,151,28,149
2022,2106326,18,18,18,3,16
2022,2111573,36,35,36,6,34
2022,1400175,33,33,33,14,29
2022,2400208,25,25,25,4,24
2022,1101302,88,88,88,25,84
2022,2400901,49,48,49,3,49
2019,4310801,103,103,103,16,103
2019,4218202,729,728,729,139,729
2019,4321204,375,373,375,53,371
2019,4322707,22,22,22,3,22
2019,4322608,874,874,874,203,867
2019,4320404,155,155,155,45,155
2019,4300034,78,78,78,11,78
2019,4218905,18,18,18,2,17
2019,4204806,1116,1115,1116,335,1110
2019,4214508,19,19,19,2,19
2019,4208005,33,33,33,6,32
2021,4101804,1508,1508,1508,293,1499
2021,4104303,2334,2333,2334,703,2327
2021,4113106,49,49,49,6,45
2021,4106407,1240,1188,1240,389,1221
2021,2208007,3213,3165,3213,568,3187
2021,4114203,136,136,136,17,136
2021,2201606,16,16,16,3,16
2009,4304200,317,0,317,0,317
2009,4316006,159,0,159,0,158
2009,4205407,8515,0,8471,0,8292
2009,4201109,39,0,38,0,38
2009,4305306,41,0,41,0,41
2009,4316402,544,0,544,0,540
2009,4321501,827,0,827,0,826
2009,4314050,995,0,993,0,984
2009,4311122,37,0,37,0,36
2009,4314100,3522,0,3522,0,3457
2009,4314506,20,0,20,0,20
2009,4118501,1647,0,1647,0,1405
2009,4312658,220,0,220,0,220
2009,4316907,4065,0,4064,0,3986
2009,4306452,24,0,24,0,24
2009,4302451,139,0,139,0,136
2009,4201604,17,0,17,0,17
2009,4127601,67,0,67,0,67
2009,3523206,694,0,694,0,694
2009,3512308,304,0,304,0,300
2021,3109006,212,212,212,29,211
2021,3118601,4470,4462,4470,1125,4420
2021,3147105,1099,1099,1099,151,1094
2021,3114303,242,241,242,23,241
2021,3164209,23,23,23,5,23
2021,3113701,172,163,172,36,170
2021,3152204,290,290,290,58,290
2021,3144003,157,157,157,15,154
2021,3115508,143,143,143,31,142
2021,3102605,458,457,458,68,457
2021,3111606,161,161,161,28,152
2021,3104502,23,23,23,6,22
2022,2308500,330,330,330,65,329
2022,2905701,2489,2485,2489,407,2435
2022,2914703,1529,1522,1529,262,1517
2022,2900702,2328,2321,2328,411,2317
2022,2903201,4298,4242,4298,1108,4257
2022,2924504,160,160,160,30,160
2022,2923704,117,114,117,21,116
2022,2913101,149,135,149,35,135
2022,2306702,39,39,39,3,39
2022,2307908,18,18,18,2,17
2022,2302206,74,66,74,20,72
2022,2904803,22,19,22,4,16
2022,2906873,459,457,459,51,457
2022,2313500,117,116,117,18,116
2022,2918555,17,17,17,2,15
2022,2930808,85,46,27,6,27
2022,2925758,162,162,162,26,161
2022,2924652,31,30,31,8,30
2022,2301604,78,78,78,16,78
2022,2901304,75,75,75,12,74
2022,2903276,62,57,62,5,59
2022,2917334,46,45,46,7,45
2022,2923357,98,94,98,24,97
2011,2308005,92,41,92,9,87
2011,2310704,353,224,353,42,353
2011,2313401,1904,1541,1904,305,1878
2011,2308104,579,486,579,64,573
2011,2310209,422,255,422,45,417
2011,2300903,58,17,58,6,56
2008,1504505,430,0,429,0,317
2008,2609154,217,0,215,0,200
2008,2907202,611,0,610,0,587
2008,1504950,406,0,406,0,380
2008,1503101,572,0,571,0,453
2008,2612802,36,0,35,0,34
2008,2606101,38,0,37,0,35
2008,2604155,57,0,57,0,57
2008,2302503,1637,0,1632,0,1628
2008,2314102,1033,0,1025,0,1020
2008,2201507,184,0,184,0,184
2008,2205201,371,0,370,0,367
2008,1718402,77,0,77,0,77
2008,2205904,99,0,99,0,99
2008,2209872,16,0,16,0,16
2008,3165552,37,0,37,0,29
2008,3137007,165,0,164,0,159
2008,3150802,144,0,144,0,144
2008,3110004,446,0,437,0,433
2008,3169307,1271,0,1271,0,1258
2008,3115300,809,0,759,0,757
2008,3142700,323,0,320,0,319
2008,5102793,135,0,135,0,135
2008,3155405,53,0,53,0,49
2008,3124302,526,0,525,0,523
2008,3110301,171,0,171,0,171
2008,3141405,402,0,401,0,390
2008,3122454,58,0,57,0,54
2008,3171709,64,0,57,0,57
2008,3147907,1878,0,1876,0,1860
2008,3557105,1435,0,1435,0,1430
2008,3139607,472,0,472,0,468
2008,3157708,96,0,96,0,96
2008,5006358,260,0,260,0,251
2008,3170909,242,0,241,0,239
2008,5003454,94,0,93,0,93
2008,3515509,798,0,796,0,796
2008,3108909,60,0,58,0,57
2008,5108006,23,0,23,0,23
2008,3201704,102,0,102,0,102
2009,5102504,1880,0,1880,0,1827
2009,3142007,311,0,311,0,310
2009,3118601,2593,0,2593,0,2558
2009,3148707,542,0,539,0,536
2009,3107109,512,0,511,0,505
2009,3151800,2048,0,2047,0,2018
2009,3110004,121,0,120,0,119
2009,5005681,292,0,292,0,287
2009,3170529,158,0,158,0,156
2009,5101258,366,0,366,0,365
2009,3111606,341,0,340,0,335
2009,3147303,281,0,281,0,280
2009,5100250,1004,0,1003,0,989
2009,3112604,185,0,185,0,185
2009,3530508,849,0,849,0,847
2009,3126901,49,0,48,0,48
2009,5005103,110,0,110,0,110
2009,3137809,297,0,297,0,295
2009,5003900,27,0,27,0,27
2009,3133402,52,0,52,0,52
2009,3306305,3746,0,3742,0,3719
2009,3306206,924,0,923,0,918
2009,3113602,16,0,16,0,15
2018,2927200,450,450,450,79,445
2018,2904407,29,28,29,4,28
2018,2900801,89,88,89,20,86
2018,2910701,983,932,983,151,963
2018,2917300,263,263,263,49,258
2018,2921054,45,44,45,7,43
2018,2928307,23,23,23,4,23
2018,2928901,461,422,459,51,437
2018,2933000,142,141,142,14,142
2018,2919058,16,16,16,4,14
2018,2902906,207,197,207,33,200
2018,2909109,165,165,165,27,164
2018,2906907,74,73,74,12,73
2018,2931103,21,20,21,4,19
2018,2905305,282,139,282,9,261
2009,4119707,35,0,35,0,35
2009,4117255,94,0,94,0,94
2009,4117800,212,0,212,0,209
2009,4114401,250,0,250,0,249
2009,3303401,2480,0,2476,0,2449
2009,3534708,1793,0,1793,0,1783
2009,4107652,747,0,745,0,731
2009,4114807,189,0,189,0,189
2009,3303609,2475,0,2472,0,2465
2009,4112959,37,0,36,0,36
2009,3302270,1646,0,1592,0,1557
2009,4120200,33,0,33,0,33
2013,3304300,1417,1408,1417,225,1399
2013,2402303,320,310,320,59,307
2013,1101104,22,15,22,3,22
2017,4314704,142,141,142,30,141
2017,4311403,1415,1415,1415,341,1414
2017,4320404,155,155,155,34,154
2017,4315701,485,485,485,115,477
2017,4304606,3880,3880,3880,1004,3817
2017,4322301,60,60,60,11,59
2017,4203709,18,16,18,2,14
2017,4205506,467,467,467,126,466
2008,2306553,543,0,543,0,543
2008,2308500,531,0,531,0,530
2008,2906204,370,0,366,0,362
2008,2912707,198,0,198,0,181
2008,2916302,69,0,69,0,66
2008,2917300,625,0,615,0,598
2008,2922052,124,0,124,0,119
2008,2306306,858,0,858,0,857
2008,2312700,355,0,348,0,347
2008,2925204,1416,0,1415,0,1380
2008,2308708,713,0,712,0,708
2008,2925808,458,0,458,0,456
2008,2926509,33,0,33,0,32
2008,2901908,37,0,37,0,35
2008,2308351,78,0,78,0,77
2008,2908101,287,0,287,0,281
2008,2915403,58,0,54,0,51
2008,2926400,428,0,428,0,420
2008,2304004,137,0,137,0,137
2008,2305704,67,0,67,0,67
2008,2306702,179,0,179,0,178
2008,2308401,212,0,212,0,211
2020,3141801,405,394,405,66,402
2020,3118601,4932,4917,4932,1078,4869
2020,3141504,41,34,41,6,41
2020,3142007,89,89,89,12,89
2020,3133501,56,56,56,9,55
2020,3136504,15,4,15,0,15
2008,3508504,1249,0,1249,0,1234
2008,3544905,86,0,86,0,85
2008,3508405,384,0,383,0,381
2008,3522703,420,0,420,0,420
2008,3507902,335,0,335,0,334
2008,3540804,123,0,122,0,122
2008,1702901,16,0,16,0,16
2009,1712801,1,0,0,0,0
2009,3526704,1194,0,1194,0,1187
2009,3520301,27,0,27,0,27
2009,3544905,64,0,62,0,62
2009,3520905,164,0,163,0,162
2009,3551504,482,0,481,0,468
2009,3547601,194,0,194,0,194
2009,3535804,172,0,170,0,168
2009,3522901,122,0,122,0,121
2009,3545605,59,0,59,0,59
2009,3508801,197,0,196,0,194
2016,3145307,238,228,238,51,237
2016,3162005,384,384,384,73,381
2016,3108008,80,73,80,15,77
2023,1200609,418,418,418,105,406
2023,1302207,48,48,48,14,47
2023,1301902,716,716,716,149,703
2023,3106705,3279,3271,3279,925,3259
2023,1302306,255,255,255,63,249
2023,3513009,1302,1298,1302,307,1272
2023,5212501,614,612,614,77,609
2023,2615409,20,17,20,4,20
2023,2615102,15,15,15,3,15
2023,2310209,92,91,92,15,92
2023,1301506,88,88,88,15,88
2023,4125506,1119,1099,1119,325,1086
2023,2931350,1409,1389,1409,407,1392
2023,1504422,574,574,574,48,565
2023,1301803,136,133,136,27,135
2023,3506359,308,305,308,57,298
2023,4306106,389,389,389,86,386
2023,2614808,39,31,39,6,39
2023,4109807,398,398,398,54,395
2023,1200203,1095,1095,1095,272,1095
2023,3138401,244,244,244,49,243
2023,1600204,21,20,21,2,15
2023,3505807,39,39,39,9,39
2023,3544905,38,38,38,7,38
2023,3513801,1142,1140,1142,320,1132
2023,3548807,626,626,626,154,621
2023,3519600,317,317,317,69,317
2023,3533908,270,270,270,56,269
2023,3522208,1070,1070,1070,265,1062
2023,3556206,457,454,457,116,457
2023,3162104,305,304,305,55,304
2023,3101508,164,164,164,27,163
2023,3146008,156,143,156,33,153
2023,3156601,38,38,38,5,38
2023,3143906,723,723,723,184,718
2023,4308508,129,128,129,29,129
2023,4312708,116,115,116,10,116
2023,4302808,155,155,155,23,151
2023,4315305,83,83,83,14,83
2023,4318903,249,249,249,58,249
2023,2112233,85,85,85,11,85
2023,1505403,21,21,21,10,20
2023,1502004,90,67,90,17,84
2023,1502764,32,32,32,3,32
2023,2205805,132,123,132,25,132
2023,2302602,370,370,370,86,370
2023,5200134,33,33,33,1,32
2023,5217401,92,92,92,10,92
2023,2614600,22,22,22,4,21
2023,2605004,22,22,22,1,21
2023,1721208,98,98,98,29,98
2023,5003256,192,192,192,42,192
2023,5206206,252,252,252,41,251
2023,2906204,60,57,59,22,59
2023,5103379,53,53,53,24,53
2023,5211206,106,106,106,22,106
2023,2107803,28,25,28,8,27
2023,2110708,228,220,228,33,225
2023,2929503,41,38,41,4,41
2023,2922102,25,25,25,4,25
2023,2312007,35,35,35,13,34
2023,2910727,836,783,836,121,814
2023,2922706,20,20,20,7,20
2023,2104206,54,53,54,8,53
2023,5210901,44,42,44,13,43
2023,4102901,75,75,75,15,74
2023,2905206,261,226,261,48,252
2023,4209003,583,555,583,84,574
2023,2304236,30,30,24,4,24
2023,4110953,42,42,42,17,42
2023,4114500,38,38,38,2,38
2023,2925253,105,97,105,3,105
2023,5000708,64,64,64,18,64
2023,2905701,1792,1776,1792,376,1771
2023,4212106,49,49,49,16,49
2023,2203008,16,16,16,4,16
2023,1501576,46,45,46,3,46
2023,3555406,408,408,408,99,403
2023,3530508,402,398,402,90,400
2023,1304302,93,93,93,26,93
2023,3172004,290,290,290,56,288
2023,3104908,105,104,105,21,104
2023,2210607,449,438,449,79,445
2023,5105903,61,61,61,12,61
2023,2906303,55,54,55,7,53
2023,2306553,117,117,117,12,117
2023,2933406,56,56,56,19,55
2023,1505650,103,103,103,28,103
2023,2920601,16,14,16,4,13
2023,2705507,15,15,15,3,15
2023,2903003,34,33,34,10,34
2023,2905107,19,19,19,8,19
2023,2921104,76,76,76,18,75
2023,2931509,24,11,24,1,24
2023,2401008,42,42,42,0,41
2023,5208806,58,58,58,3,57
2023,5107875,220,219,220,53,217
2023,2101251,31,31,31,6,31
2014,2700300,8757,6673,8757,1623,7937
2014,1200393,148,143,148,22,138
2014,1200435,130,111,130,35,107
2014,2704401,64,63,64,19,63
2014,2700409,217,182,217,41,206
2014,2614204,262,236,262,39,250
2014,1301605,615,615,615,168,612
2014,1302207,165,164,165,28,158
2014,1302405,700,650,700,136,696
2014,1101492,400,397,400,75,395
2014,2100600,691,684,691,112,682
2014,2105807,147,139,147,21,142
2014,2208908,68,65,68,5,68
2014,1501576,167,165,167,21,166
2014,5218102,52,52,52,26,52
2014,2310704,192,190,192,44,191
2014,5208004,2209,2208,2209,348,2188
2014,2208403,1240,1240,1240,160,1228
2014,5220603,166,156,166,15,162
2014,5218508,789,788,789,155,787
2014,5211206,395,385,395,60,395
2014,3201001,106,100,106,9,103
2014,3202801,1076,1076,1076,108,1050
2014,3201308,3484,3466,3484,197,3344
2014,5215306,135,135,135,15,135
2014,5208806,198,197,198,3,197
2014,5213756,118,118,118,16,117
2014,3204054,168,168,168,39,164
2014,5211701,56,56,56,6,56
2014,2205706,17,14,17,7,15
2014,2609402,73,59,73,20,73
2014,3523909,2626,2624,2626,700,2599
2014,3541505,523,521,523,91,520
2014,3535408,203,203,203,29,201
2014,5004304,345,342,345,67,336
2014,5106257,332,330,332,77,330
2014,1100049,1540,1514,1540,343,1526
2014,1100130,396,390,396,72,389
2014,5105903,152,151,151,13,149
2014,3537305,1012,1000,1012,245,1008
2014,2925501,250,250,250,44,246
2014,3139300,790,777,790,149,790
2014,2918100,35,29,35,5,34
2014,2915700,30,26,30,6,29
2014,2928703,3096,3096,3096,489,2947
2014,2933059,17,13,17,3,12
2014,2933158,80,75,80,20,76
2014,2919801,562,548,562,106,554
2014,2913200,752,702,752,144,746
2014,2923209,105,103,105,17,103
2014,2932507,81,81,81,13,77
2014,2805802,19,15,19,2,16
2014,2901304,78,78,78,15,77
2014,3106705,6765,6752,6765,1448,6705
2014,2803005,42,35,42,15,38
2014,3101508,464,464,464,73,458
2014,3302700,668,584,668,106,653
2014,3301603,85,81,85,17,84
2014,3305802,2509,2509,2509,465,2409
2014,3301850,533,370,533,67,492
2014,3304110,184,179,184,45,183
2014,3302858,6765,6423,6765,892,5977
2014,3129509,122,122,122,28,120
2014,3150802,17,17,17,2,16
2014,3140704,356,356,356,58,356
2014,3110608,277,240,277,49,272
2014,3156007,66,54,66,16,61
2014,3151404,411,410,411,73,407
2014,3141603,27,27,27,2,27
2014,3139201,428,407,428,63,416
2014,3115102,375,375,375,61,373
2014,3107802,313,219,313,39,291
2014,3502507,693,676,693,100,654
2014,3135803,316,201,313,7,312
2014,1502509,148,120,148,29,97
2014,1505635,17,16,17,0,17
2014,1503903,1025,1020,1025,218,1012
2014,1502608,27,6,27,1,16
2014,1506583,30,21,30,3,27
2014,1506203,1012,896,1012,193,988
2014,1502004,249,232,249,39,231
2014,2506004,323,322,323,53,322
2014,1502954,413,370,413,73,406
2014,1505809,1390,835,1390,148,1176
2014,1505700,124,115,124,27,115
2014,4125506,3076,3004,3076,736,3031
2014,4126256,1299,1299,1299,182,1289
2014,3523206,901,901,901,117,898
2014,3522109,2179,2162,2179,479,2144
2014,4106803,203,196,203,30,203
2014,4121505,63,63,63,11,63
2014,4120903,320,320,320,38,320
2014,4112504,109,109,109,16,105
2014,4116901,262,262,262,32,261
2014,4102505,78,75,78,7,78
2014,4112108,253,253,253,84,253
2014,3511409,259,194,259,32,202
2014,3508504,1254,1253,1254,226,1251
2014,3554508,604,604,604,92,603
2014,3556305,264,263,264,50,264
2014,3509304,75,75,75,38,74
2014,3531407,72,72,72,19,56
2014,3532603,403,403,403,122,399
2014,4321907,588,587,588,133,584
2014,3506300,58,23,58,3,58
2014,3547601,108,77,108,0,108
2014,4308508,481,481,481,119,475
2014,4301206,120,120,120,42,120
2014,4322202,169,121,169,39,161
2014,4318002,788,788,788,124,784
2014,4203105,51,51,51,5,51
2014,4211009,70,70,70,1,70
2014,1100106,1026,1010,1026,197,879
2014,1100254,25,25,25,2,25
2014,2402600,626,623,626,148,619
2014,2408300,15,14,15,6,15
2013,1600154,81,52,81,13,74
2013,1303007,296,289,296,70,281
2013,1301308,399,399,399,73,393
2013,5002704,15237,15230,15237,3165,15067
2013,5300108,57591,56608,57591,11965,54636
2013,2801207,237,230,237,35,227
2014,1718204,1493,1468,1493,299,1472
2013,5201702,230,226,230,46,221
2013,5211602,20,20,20,3,20
2013,5209705,107,107,107,29,107
2013,5219753,41,35,41,9,30
2013,3204906,2227,2222,2227,281,2209
2013,3200607,1314,1184,1314,211,1309
2013,3134202,1345,1282,1345,204,1323
2013,5216403,40,39,40,6,39
2013,1702554,1717,1624,1717,301,1694
2013,1708205,120,104,120,20,112
2013,3143906,1823,629,1823,135,1657
2013,2910727,2156,2081,2156,453,2109
2013,3152105,1679,1652,1679,354,1670
2009,2916500,149,0,146,0,140
2009,2807105,243,0,242,0,227
2009,2700300,9266,0,9247,0,9135
2009,2802809,30,0,28,0,26
2019,1301407,801,801,801,136,776
2019,3550308,177629,177611,177629,35097,176009
2019,1100205,9286,8535,9286,2011,8501
2012,2807105,187,163,187,29,183
