"","id_municipio","ano","open"
"1027",2904407,2016,0
"1028",2904407,2020,1
"1029",2904506,2008,1
"1030",2904506,2012,0
"1031",2904506,2016,0
"1032",2904506,2020,0
"1033",2904605,2008,0
"1034",2904605,2012,1
"1035",2904605,2016,1
"1036",2904605,2020,0
"1037",2904704,2008,1
"1038",2904704,2012,0
"1039",2904704,2016,0
"1040",2904704,2020,0
"1041",2904753,2008,1
"1042",2904753,2012,1
"1043",2904753,2016,0
"1044",2904753,2020,0
"1045",2904803,2008,1
"1046",2904803,2012,0
"1047",2904803,2016,1
"1048",2904803,2020,0
"1049",2904852,2008,1
"1050",2904852,2012,0
"1051",2904852,2016,0
"1052",2904852,2020,0
"1053",2904902,2008,0
"1054",2904902,2012,1
"1055",2904902,2016,1
"1056",2904902,2020,0
"1057",2905008,2008,0
"1058",2905008,2012,1
"1059",2905008,2016,0
"1060",2905008,2020,1
"1061",2905107,2008,0
"1062",2905107,2012,1
"1063",2905107,2016,0
"1064",2905107,2020,0
"1065",2905156,2008,0
"1066",2905156,2012,1
"1067",2905156,2016,0
"1068",2905156,2020,0
"1069",2905206,2008,1
"1070",2905206,2012,0
"1071",2905206,2016,1
"1072",2905206,2020,0
"1073",2905305,2008,0
"1074",2905305,2012,1
"1075",2905305,2016,0
"1076",2905305,2020,0
"1077",2905404,2008,0
"1078",2905404,2012,1
"1079",2905404,2016,0
"1080",2905404,2020,1
"1081",2905503,2008,0
"1082",2905503,2012,0
"1083",2905503,2016,0
"1084",2905503,2020,0
"1085",2905602,2008,0
"1086",2905602,2012,0
"1087",2905602,2016,1
"1088",2905602,2020,1
"1089",2905701,2008,0
"1090",2905701,2012,1
"1091",2905701,2016,1
"1092",2905701,2020,1
"1093",2905800,2008,1
"1094",2905800,2012,0
"1095",2905800,2016,1
"1096",2905800,2020,1
"1097",2905909,2008,0
"1098",2905909,2012,1
"1099",2905909,2016,0
"1100",2905909,2020,0
"1101",2906006,2008,0
"1102",2906006,2012,1
"1103",2906006,2016,1
"1104",2906006,2020,0
"1105",2906105,2008,0
"1106",2906105,2012,0
"1107",2906105,2016,1
"1108",2906105,2020,1
"1109",2906204,2008,0
"1110",2906204,2012,1
"1111",2906204,2016,0
"1112",2906204,2020,0
"1113",2906303,2008,0
"1114",2906303,2012,1
"1115",2906303,2016,0
"1116",2906303,2020,0
"1117",2906402,2008,0
"1118",2906402,2012,1
"1119",2906402,2016,1
"1120",2906402,2020,0
"1121",2906501,2008,1
"1122",2906501,2012,1
"1123",2906501,2016,1
"1124",2906501,2020,0
"1125",2906600,2008,0
"1126",2906600,2012,0
"1127",2906600,2016,1
"1128",2906600,2020,1
"1129",2906709,2008,0
"1130",2906709,2012,1
"1131",2906709,2016,0
"1132",2906709,2020,0
"1133",2906808,2008,0
"1134",2906808,2012,1
"1135",2906808,2016,1
"1136",2906808,2020,1
"1137",2906824,2008,1
"1138",2906824,2012,0
"1139",2906824,2016,0
"1140",2906824,2020,1
"1141",2906857,2008,1
"1142",2906857,2012,0
"1143",2906857,2016,1
"1144",2906857,2020,0
"1145",2906873,2008,1
"1146",2906873,2012,1
