"","id_municipio","ano","sequencial","state","context_evento"
"73",2514503,2016,150000012737,"PB","campo com o espaco de convivencia coletiva e democratizar o uso dos campos destinados a sua pratica resgatar o maior evento de futebol da cidade como a copa municipal futebol amador desenvolver o programa escola aberta para promover a abertura das"
"74",2605806,2016,170000017475,"PE","novos centros de educacao infantil e da reforma e ampliacao das unidades consideradas prioritarias olimpiadas do saber trata se de evento que sera realizado de dois em dois anos envolvendo todos os alunos e professores das escolas municipais em uma competicao"
"75",2605905,2016,170000015476,"PE","jogos comunitarios de pernambuco resgatar os jogos escolares e integrando zona rural e urbana resgatar eventos culturais da cidade ter evento para criancas valorizando a arte e a nossa cultura volta da semana da cultura e de eventos periodicos que ja"
"76",2608057,2016,170000014930,"PE","campo como espaco de convivencia coletiva e democratizar o uso dos campos destinados a sua pratica xxvii resgatar o maior evento de futebol da cidade xxviii criar jogos da cidade de jatoba culminando com a festa da padroeira da cidade realizados"
"77",2700706,2012,20000002253,"AL","centros de educa o infanti e da reforma e amplia o das unidades consideradas prioritsrias olimpiadas intemas trata se de evento que sera realizado todos os anos envolvendo todos os alunos e professores das escolas municipais em uma competi o intelectual"
"78",2701902,2012,20000003368,"AL","da administracao publica a longo prazo c planejar e promover eventos socio economicos com as entidades empresariais d promover um evento anual do comercio e apoiar incubadora de empresa para permitir que iniciativas empreendedoras populares com fornecimento de todo apoio tecnico"
"79",2703205,2016,20000004702,"AL","e artigos cientificos manter os projetos de leitura e escrita com premiacoes em toda a rede de ensino municipal o evento realizado anualmente envolve todos os alunos e professores das escolas municipais em uma competicao intelectual estimulante e saudavel para a"
"80",2707107,2016,20000005200,"AL","antiga rodoviaria construir centro de lazer no distrito do piau implantar pista de motocross em condigees de atrair o respectivo evento mediante integragao ao circuito nacional implantar e manter campos de peladas nas diversas comunidades do municipio ofertar materiais esportivos para"
"81",2707107,2016,20000005200,"AL","a comercializagao dos produtos agricolas de piranhas nas feiras e comercio locais retorno a exposicdo de caprinos e ovinos no evento expoberro garantir o abastecimento de agua atraves de carros pipa sempre que seja necessario resgatar perante a codevasf o projeto"
"82",2707305,2020,20001222292,"AL","da cidade restaurar as quadras poliesportivas do municipio criar um centro de treinamento poliesportivo realizar no final do ano um evento para premiacao dos atletas do municipio que se destarem em suas respectivas modalidades adquirir um micro onibus para facilitar a"
"83",2707701,2012,20000006890,"AL","o surgimento de novas unidades e das ja existentes semana de artes e cultura de rio largo trata se de evento que sera realizado anualmente envolvendo todos os alunos e professores das escolas municipais em uma competicao que envolvera elementos essenciais"
"84",2806701,2012,260000005873,"SE","de campo como espaco de convivencia coletiva e democratizar o uso dos campos destinados a sua pratica resgatar o maior evento de futebol da cidade a copa sao cristovao implantar um forum permanente entre a administracao municipal os clubes e a"
"85",2806701,2012,260000006515,"SE","criar a corregedoria da guarda municipal prioridades para nossa cultura reativacao do fasc festivao de artes de sao cristovao grande evento de repercussao regional com objetivo de reunir as manifestacoes culturais de todo o brasil criar o festival afro brasileiro de"
"86",2806701,2012,260000006515,"SE","nos anos de forma independente mas desta vez com o apoio da secretaria municipal de cultura continuacao e fortalecimento do evento denominado carnaval dos carnavais com apoio total da secretaria municipal de cultura buscando parceria dos governos estadual e federal para"
"87",2806701,2012,260000006515,"SE","dos carnavais com apoio total da secretaria municipal de cultura buscando parceria dos governos estadual e federal para ampliar o evento divulgando o nacionalmente introducao dos festejos juninos em todos os nucleos habitacionais no mes de junho dando destaque as quadrilhas"
"88",2901007,2012,50000010125,"BA","novos centros de educacao infantil e da reforma e ampliacao das unidades consideradas prioritarias olimpiadas do saber trata se de evento que sera realizado de dois em dois anos envolvendo todos os alunos e professores das escolas municipais em uma competicao"
"89",2903201,2012,50000015400,"BA","oficiais incentivar a instalacao de fabricas de adubo organico para cafe feijao hortalicas etc fazer o carnaval de barreiras em evento de grande visibilidade incremento negocios nas areas de lazer entretenimento hotelaria locacao de imoveis etc dar atencao especial a exposicao"
"90",2903201,2012,50000015400,"BA","entretenimento hotelaria locacao de imoveis etc dar atencao especial a exposicao agropecuaria de barreiras atraindo novos investimentos e dando ao evento um carater nacional especialmente instalar em parceria com a iniciativa privada uma nas negocios incubadora de instituicoes de ensino medio"
"91",2908002,2012,50000024925,"BA","como para apresentacoes culturais criar o festival anual de manifestacoes culturais de coaraci realizado no dia do aniversario da cidade evento que reunira as diversas culturas existentes no municipio com a consagracao e revelacao de talentos em todas as vertentes culturais"
"92",2908002,2012,50000024925,"BA","joao micareta gincanas culturais e festas religiosas realizar anualmente o encontro dos filhos de coaraci na cidade natal pois o evento costuma ser realizado em salvador esporte e lazer implantar o projeto esporte e vida em pracas da cidade promovendo oficinas"
"93",2913101,2020,50000640242,"BA","da gestao publica para efetivo controle social acompanhar todos os contratos e evitar o desperdicio de dinheiro publico realizacao do evento trofeu de incentivo municipal tim de gestao de qualidades de pessoas e servicos criacao de uma equipe multidisciplinar para trabalhar"
"94",2917003,2020,50001002501,"BA","o espaco de convivencia coletiva e democratizar o uso dos campos destinados a sua pratica resgatar e promover o maior evento de futebol da cidade como a copa de futebol amador de itiuba realizar a copa rural de futebol desenvolver o"
"95",2917607,2020,50000794295,"BA","pela possibilidade de acumulacao de renda em pequena escala e por sua importancia socioeconomica criacao da feira agropecuaria anual este evento tem por finalidade a exposicao de animais produtos agricolas artesanatos confeccao troca de conhecimento aperfeicoamento cursos e minicursos importacao e"
