"","id_municipio","ano","saude","saneamento","turismo","comercio","agro","gastos"
"6642",3127800,2012,19856511,1186995.34,86295.06,116295.06,593204.96,114734547.33
"6643",3127800,2016,26781968.51,1141932.66,98935.25,142615.25,317701.98,133399244.31
"6644",3127800,2020,51357214.28,1896263.8,409326.08,793916.41,620851.92,247437915.72
"6645",3127909,2008,3853776.08,611313.42,10698.38,10698.38,804803.42,40298867.24
"6646",3127909,2012,5300389.56,43789.28,35089.63,164515.89,1103449.6,35021369.82
"6647",3127909,2016,7204107.75,9800,176056.7,374670.97,2132226.28,52162719.51
"6648",3127909,2020,11788264.04,128067.74,138775.95,412267.5,1914314.62,85677380.13
"6649",3128006,2008,19570184.88,7861769.46,26927.35,26927.35,706418.72,173621827.2
"6650",3128006,2012,46527390.78,10149560.48,NA,195029.58,1601226.58,219996427.7
"6651",3128006,2016,45391057.34,7902483.92,12406.1,12406.1,760419.5,238091990.42
"6652",3128006,2020,122325447.44,22576864.6,15087.35,15448.35,2208121.5,543653117.82
"6653",3128105,2008,9696019.72,2093400.6,7200,7200,2469317.02,98134692.08
"6654",3128105,2012,16674168.54,3641650.62,714804.1,714804.1,2140695.8,95944421.43
"6655",3128105,2016,19219220.49,4096062.95,344113.19,344113.19,588737.51,127740616.35
"6656",3128105,2020,40910041.38,6699132.58,1439267.01,1439267.01,774765.83,235016783.49
"6657",3128204,2008,6502751.24,47219.3,0,0,254402.8,50303186.2
"6658",3128204,2012,9439394.06,94159.74,NA,NA,381576.9,61264028.31
"6659",3128204,2016,9894733.74,116446.14,NA,NA,314520.2,65968762.61
"6660",3128204,2020,18670795.08,1283885.8,NA,NA,601770.14,121126319.33
"6661",3128253,2008,4037534.82,107931.08,0,66292,533194.6,39369732.72
"6662",3128253,2012,6075518.66,207634,NA,NA,696496.86,39970757.55
"6663",3128253,2016,8086387.86,364642.3,NA,NA,642013.94,46203837.54
"6664",3128253,2020,14946493.87,709779.32,NA,NA,1398334.42,93423676.92
"6665",3128303,2008,17934822.44,102358.2,0,0,247284.32,112217926.6
"6666",3128303,2012,18564118.92,210555.94,NA,NA,342026.56,96696747.15
"6667",3128303,2016,29932833.02,462593.08,17673.68,17673.68,178031.92,139599768.87
"6668",3128303,2020,58883675.73,881105.26,12657,32657,1698782.08,250711794.24
"6669",3128402,2008,5320398.28,2271248.3,3000,3000,718139.42,59173464.16
"6670",3128402,2012,7960729.98,2119733,9456,9456,1318496.64,58451864.98
"6671",3128402,2016,8984360.03,1733103.82,496552.74,496552.74,316218.42,72247133.97
"6672",3128402,2020,22351162.26,2141018.48,38796,38796,233806.36,136318946.51
"6673",3128501,2008,4014204.44,783610.66,0,0,425224.28,35707672.48
"6674",3128501,2012,5265804.52,987626.58,NA,NA,204210.38,33755843.94
"6675",3128501,2016,7824825.89,926513.9,NA,NA,445376.18,45748092.75
"6676",3128501,2020,14606072.06,746747.44,NA,NA,894059.44,83987873.22
"6677",3128600,2008,8844700.86,0,0,0,1038804.68,72741512.2
"6678",3128600,2012,13239576.58,NA,21639,21639,768673.58,73469900.82
"6679",3128600,2016,16795944.43,NA,421253.24,421253.24,1159689.52,104308436.37
"6680",3128600,2020,33181248.94,NA,1042826.47,1042826.47,5553814.34,213438972.06
"6681",3128709,2008,28257161.92,1519723.72,0,3686184.04,314552.96,266279130.12
"6682",3128709,2012,47633472.2,1467628.3,NA,89660.88,556698.5,278917244.52
"6683",3128709,2016,84308910.25,7592.86,NA,997033.24,941760.34,397481907.24
"6684",3128709,2020,160869412.24,12356785.48,NA,96000,338576,755934967.26
"6685",3128808,2008,1531229.54,95740.54,0,0,287138.26,40745880.56
"6686",3128808,2012,7782130.54,61988.82,NA,NA,660425.16,43358369.64
"6687",3128808,2016,10060333.25,116631.86,NA,NA,1213121.74,51402688.26
"6688",3128808,2020,19965521.15,27888.12,NA,NA,5835995.92,119919575.76
"6689",3128907,2008,5931615.92,579433.04,0,0,667805.32,54971644.14
"6690",3128907,2012,9466932.24,624356.16,NA,NA,181536.96,52437267.63
"6691",3128907,2016,11284908.7,908225.38,NA,NA,1603653.95,77955993.99
"6692",3128907,2020,20924064.07,1427800.7,NA,NA,4106690.96,143283773.23
"6693",3129004,2008,4901665.04,13603.7,0,0,1266527.12,48584337.6
"6694",3129004,2012,6722892.34,345833.36,NA,NA,779463.28,43547501.24
"6695",3129004,2016,8013763.68,281200.34,NA,NA,614836.41,49373904.82
"6696",3129004,2020,23595112.65,470287.32,NA,NA,1222666.18,131782397.31
"6697",3129103,2008,5317269.4,0,0,0,0,52398649.88
"6698",3129103,2012,9404568.88,NA,NA,NA,1988949.06,71776075.88
"6699",3129103,2016,10558494.38,NA,NA,NA,733293.92,80846677.53
"6700",3129103,2020,17087247.9,NA,1651580.45,1651580.45,2729727.44,145615544.38
"6701",3129202,2008,5277265.28,64740.92,4725,4725,225943.94,38007584.82
"6702",3129202,2012,7295590.86,17770,NA,NA,173983.8,39629436.08
"6703",3129202,2016,8680805.46,6239.6,NA,NA,439965.22,52707798.36
"6704",3129202,2020,16934504.55,30394.4,NA,NA,1288604.44,99700701.08
"6705",3129301,2008,8154697,465118.2,0,0,276705.74,67504589.16
"6706",3129301,2012,11301531.08,263040.96,NA,NA,1159530.7,60948314.61
"6707",3129301,2016,12341923.6,148820.42,NA,NA,720241.72,73076504.7
"6708",3129301,2020,26082076.04,199511.48,NA,NA,1435316.53,143900742.12
"6709",3129400,2008,6195654.44,159276.5,239.97,239.97,490599.84,40006009.48
"6710",3129400,2012,8092796.54,219781.48,NA,NA,800259.46,35784320.34
"6711",3129400,2016,11770685.75,1275511.34,NA,NA,707529.1,50479970.22
"6712",3129400,2020,27250179.03,1316533.5,18863.25,18863.25,1604538.34,114299284.11
"6713",3129509,2008,21239549.16,4933774.08,1500,195674.14,1637218.36,175930214.6
"6714",3129509,2012,26161948.52,6831591.56,NA,12162.92,2444087.04,165495755.31
"6715",3129509,2016,37578139.97,9876591.4,NA,9949.2,744097.7,232912865.4
"6716",3129509,2020,67411402.73,11801839.52,NA,NA,642908.8,410695837.59
"6717",3129608,2008,5088701.02,177047.48,0,0,243163.28,48584729.72
"6718",3129608,2012,7707374.68,182310.84,NA,NA,561495.12,45953690.67
"6719",3129608,2016,10610789.11,360133.88,NA,NA,321274.83,63072255.21
"6720",3129608,2020,20121913.79,2652718.42,NA,NA,872610.74,108537280.98
"6721",3129657,2008,5364127.34,169360.84,0,0,0,47201175.4
"6722",3129657,2012,7734375.28,762019.36,NA,NA,183233.52,51987891.63
"6723",3129657,2016,8269957.65,789820.46,NA,NA,88769.68,48993079.89
"6724",3129657,2020,14026638.63,1301422.3,NA,NA,350710.75,96152001.15
"6725",3129707,2008,11768028.76,24364.38,8400,8400,420545.09,89665118.72
"6726",3129707,2012,18513301.46,447.82,1800,1800,274038.34,87615854.88
"6727",3129707,2016,28518441.63,703267.18,7200,7200,278068.08,126590480.28
"6728",3129707,2020,54634567.45,20133.92,12000,12000,348735.61,258511210.71
"6729",3129806,2008,150876526.5,20347030.74,0,0,90000,828338044.68
"6730",3129806,2012,175780392.54,334174.5,NA,NA,136000,851229464.46
"6731",3129806,2016,218448286.94,1782251.4,NA,NA,1105394.8,991491856.35
"6732",3129806,2020,319530243.22,18522428.18,74740.01,74740.01,465204.68,2017485501.62
"6733",3129905,2008,3963683.22,46914.5,108089.09,108089.09,0,27996873.72
"6734",3129905,2012,6663492.22,28614.54,98769.42,98769.42,NA,31432534.89
"6735",3129905,2016,8229192.34,67443.76,62408.02,62408.02,2672.06,37731377.16
"6736",3129905,2020,16646112.54,204238.28,986667.77,986667.77,341530.66,82325371.89
"6737",3130002,2008,3703613.54,1100165.12,64004.3,64004.3,324390.34,36298749.76
"6738",3130002,2012,5054417.38,688922.06,36667.42,36667.42,361127.2,30258297.06
"6739",3130002,2016,4168463.94,1021731.92,10254,10254,1378213.7,40400399.67
"6740",3130002,2020,8991851.79,1677888.26,34949.2,34949.2,4651151.86,74357689.71
"6741",3130051,2008,6448432.48,672605.88,0,0,494548.77,56242992.32
"6742",3130051,2012,9216806.88,498408.48,NA,NA,1071279.32,53848724.85
"6743",3130051,2016,12670836.28,518285.04,NA,NA,544866.94,66641714.7
"6744",3130051,2020,26595906,537346.84,NA,NA,2263974.9,144509543.91
"6745",3130101,2008,27902361.66,0,0,0,122530,217712846.4
"6746",3130101,2012,36421087.22,NA,NA,NA,215748,260993969.49
"6747",3130101,2016,47488467.92,339345.5,NA,NA,NA,265389108.33
"6748",3130101,2020,108929545.33,NA,NA,NA,NA,753905375.28
"6749",3130200,2008,6862104.36,138459.62,0,0,0,62166744.44
"6750",3130200,2012,12079468.84,903172.08,NA,NA,58782,58063228.16
"6751",3130200,2016,17449931.78,943782.4,NA,NA,79630,87228679.06
"6752",3130200,2020,46582737.28,1266709.1,146067,146067,155741.12,222460562.52
"6753",3130309,2008,10953220.54,1211401.88,0,0,178866.77,67847457.08
"6754",3130309,2012,14987234.52,1114462.36,13836,13836,202418.14,60323363.37
"6755",3130309,2016,12840118.56,3120689.77,2650,2650,11747.36,75318946.81
"6756",3130309,2020,26089777.26,2463737.06,299800,299800,NA,127367369.83
"6757",3130408,2008,8335140.32,784728.36,243.45,243.45,151483.24,68821306.16
"6758",3130408,2012,NA,NA,NA,NA,NA,NA
"6759",3130408,2016,14147177.92,462715.96,7450,7450,251829.94,74141644.89
"6760",3130408,2020,30355295.01,NA,17462.04,17462.04,381052.09,161184767.22
"6761",3130507,2008,10445169.62,1799709,0,15200,645453.2,70388514.84
"6762",3130507,2012,14407909.62,913440.3,NA,19353.02,201778.76,62696786.58
"6763",3130507,2016,17155190.65,1182552.68,NA,26400,395396.6,82047299.0999999
"6764",3130507,2020,37475501.41,1073832.3,NA,38400,346399.19,180376239.33
"6765",3130556,2008,5255757.3,0,0,0,528498.58,40773650.2
"6766",3130556,2012,7348431.28,8119197.52,NA,NA,766283.72,53157189.78
"6767",3130556,2016,8915049.39,1895,NA,NA,622415.77,48337570.41
"6768",3130556,2020,20096192.9,NA,367045,367045,993138.62,107462752.5
"6769",3130606,2008,4582962.6,31999.6,711199.98,723199.98,782105.26,44484868.84
"6770",3130606,2012,6987686.82,30443.54,278820.85,278820.85,527826.16,45284198.19
"6771",3130606,2016,8760038.32,69831.22,207548.62,207548.62,1147044.14,53544033.57
"6772",3130606,2020,22471727.76,66828.8,1796627.76,1796627.76,2818826.58,119019247.86
"6773",3130655,2008,6837836.16,271109.74,0,0,574400.74,51796655.16
"6774",3130655,2012,7567670.38,326595.4,NA,NA,605784.98,45237362.01
"6775",3130655,2016,9548820.89,428334.58,NA,NA,247485.8,56070864.33
"6776",3130655,2020,22118962.26,1137186.3,NA,NA,352226.76,136183610.13
"6777",3130705,2008,8604826.66,0,0,0,478804.66,87180621.28
"6778",3130705,2012,7532732.56,NA,NA,NA,116278.7,63404953.95
"6779",3130705,2016,16610895.72,24000,NA,NA,2781006.06,107183487.06
"6780",3130705,2020,38591737.7,810452,NA,NA,8030451.82,309805132.65
"6781",3130804,2008,4415766.12,5848,0,0,332420.98,30996907.8
"6782",3130804,2012,6591866.54,5686.8,NA,NA,327651.12,30915102.15
"6783",3130804,2016,8589794.01,15868.72,NA,NA,428975.08,40379979.63
"6784",3130804,2020,16562649.94,67611.98,NA,NA,1114264.36,78041756.25
"6785",3130903,2008,12408436.06,72008,0,19445.07,877918.06,103684921.36
"6786",3130903,2012,29723943.94,461733.82,NA,NA,1152384.76,122668416.54
"6787",3130903,2016,27666111.37,NA,NA,NA,789986.62,140268087.78
"6788",3130903,2020,50999180,716049.16,NA,NA,1612468.8,278162590.83
"6789",3131000,2008,5651997.46,1167131.38,0,0,282625.02,52701129.44
"6790",3131000,2012,8695510.86,784724.82,NA,NA,926588.94,47263899.99
"6791",3131000,2016,11363093.2,2016713.76,NA,NA,612036.94,69914680.87
"6792",3131000,2020,17244727.96,2665176.04,NA,NA,1760829.81,111505675.42
"6793",3131109,2008,4715335.76,565463.68,0,0,101327.86,42386398.36
"6794",3131109,2012,7627222.18,641041.3,NA,NA,118099.28,43355255.07
"6795",3131109,2016,8027907.4,389227.68,13071.36,13071.36,160316.52,59586062.49
"6796",3131109,2020,15270287.72,1147961.76,25160.06,25160.06,383010.96,107772594.36
"6797",3131158,2008,8240428.38,116457.3,0,0,0,68437285.48
"6798",3131158,2012,13611159.2,3420975.62,NA,NA,156710.28,90494942.43
"6799",3131158,2016,19272415.93,305442.68,NA,NA,24000,104261819.61
"6800",3131158,2020,35715384.81,29035434.76,NA,NA,NA,290747027.4
"6801",3131208,2008,11110279.44,1980946.64,178990.48,252995.52,1016399.56,93348482.24
"6802",3131208,2012,18905990.12,2182975.08,65195,76447,1699442.64,99616272.96
"6803",3131208,2016,20703508.75,5446239.45,55190,2037898.04,704827.64,125959053.9
"6804",3131208,2020,65654964.33,15342100.88,39660,970289.9,1331973.66,288381787.95
"6805",3131307,2008,364639189.64,15946300.82,0,59999.94,414000,2088755216.08
"6806",3131307,2012,544841136.88,12926458.82,57068.98,87066.56,126000,2026153916.19
"6807",3131307,2016,662961231.15,113964.74,12000,102040,NA,2393842402.38
"6808",3131307,2020,1096234745.44,3921170.79,91083.09,259083.09,370000,3986091576.33
"6809",3131406,2008,NA,NA,NA,NA,NA,NA
"6810",3131406,2012,8105773.06,477017.72,NA,NA,25559.56,52802789.7
"6811",3131406,2016,10633884.58,63960,NA,NA,540788.36,72032525.52
"6812",3131406,2020,19613321.64,335819.02,NA,NA,248708.22,122037754.84
"6813",3131505,2008,6895136.48,59525.88,36459.26,36459.26,29273.68,58306862.52
"6814",3131505,2012,8884426.46,NA,15781.89,19323.89,95367.72,53500356.93
"6815",3131505,2016,14191057.76,NA,NA,NA,NA,65382649.14
"6816",3131505,2020,25220022.92,NA,84457.19,103657.19,158681,135077027.31
"6817",3131604,2008,5355328.12,99824.88,566597.37,566597.37,136176,63336400
"6818",3131604,2012,7599005.44,3946005,1114.9,1114.9,832674.2,60761509.17
"6819",3131604,2016,9722994.88,98289.8,231250.92,231250.92,568924.96,73657256.76
"6820",3131604,2020,20641195.57,15000,1072481.44,1072481.44,145929.06,135754622.85
"6821",3131703,2008,146459288.22,72079185.74,634287.24,634287.24,6341800.85,1415013983.16
"6822",3131703,2012,261027141.26,52309950.02,230846.68,230846.68,12250255.38,1383426081.93
"6823",3131703,2016,288552367.87,73733301.59,114320.26,233095.67,9040512.1,1634425116.71
"6824",3131703,2020,536225576.55,79437907.2,4445695.16,4445695.16,14215848.37,3474172289.67
"6825",3131802,2008,6398562.92,383567.5,5681,5681,337652.13,61404248.92
"6826",3131802,2012,12117815.08,188673.26,NA,NA,1220011.58,65510687.61
"6827",3131802,2016,14558299.14,NA,NA,NA,133511.66,74940842.91
"6828",3131802,2020,47548858.97,678354.1,19143.21,19143.21,1249079.84,265234928.34
"6829",3131901,2008,54274937.5,12077476.98,379840.38,379840.38,1493479.1,538721019.08
"6830",3131901,2012,101604083.22,26666518.58,NA,4811131.1,1984511.24,664907612.97
"6831",3131901,2016,132247999.22,46566122.16,NA,8308403.64,2643134.82,867058176.81
"6832",3131901,2020,303925267,90801410.13,NA,13700145.24,22574176.32,3053864226.66
"6833",3132008,2008,4404061.52,156035.28,106374.65,106374.65,611870.3,41769708
"6834",3132008,2012,5395811.56,NA,17313.98,17313.98,1506227.04,39303273.51
"6835",3132008,2016,7533944.25,NA,8377,8377,1393170.81,51198713.88
"6836",3132008,2020,17867825.1,520071.5,7619.82,7619.82,1621224.43,92639740.62
"6837",3132107,2008,14485576.68,33284,56070.29,56070.29,351648.86,121366387.56
"6838",3132107,2012,22792934.9,355970.78,NA,NA,272696.84,126220435.05
"6839",3132107,2016,24291755.49,420492.94,NA,NA,464273.6,146478644.21
"6840",3132107,2020,49331560.88,518229.78,NA,NA,1292844.95,286135233.54
"6841",3132206,2008,10426938.6,4277703.96,0,0,388725.05,78806736.88
"6842",3132206,2012,14863840.78,7964326.76,NA,NA,294256.84,83713015.44
"6843",3132206,2016,20562149.98,7973638.62,NA,NA,628397.36,109400254.05
"6844",3132206,2020,35915971.14,11543598.42,NA,NA,359984.6,208883668.53
"6845",3132305,2008,7104867.94,580696.86,0,0,310758.84,65646860
"6846",3132305,2012,9276981.32,NA,NA,NA,1205896.34,65944800.69
"6847",3132305,2016,16200799.08,NA,NA,NA,1857996.3,91487034.24
"6848",3132305,2020,33140143.4,NA,NA,NA,336521.4,153343431.9
"6849",3132404,2008,47939385.28,804227.74,0,625900,3357765.71,443074906.16
"6850",3132404,2012,94662394.28,3561290.92,NA,NA,1737099.58,510310010.01
"6851",3132404,2016,179646182.73,4739155.26,NA,14614,2472888.87,756684727.98
"6852",3132404,2020,331098676.11,6185772.38,NA,NA,1962632.42,1284950414.31
"6853",3132503,2008,17929453.72,3968062.28,7400,7400,551795.46,161942478.22
"6854",3132503,2012,30521539.34,200085.42,NA,NA,2706918.42,161840954.98
"6855",3132503,2016,39614394.25,197995.62,430.72,430.72,3363700.34,221355477.13
"6856",3132503,2020,86603114.05,889971.02,59909.89,59909.89,7970805.54,478904766.09
"6857",3132602,2008,4578222.3,170751.12,287857.19,287857.19,453606.8,47214197.8
"6858",3132602,2012,6274165.6,NA,NA,NA,305131.32,38465493.12
"6859",3132602,2016,6284044.6,20000,NA,NA,384145.22,42134709.51
"6860",3132602,2020,11950251.38,NA,290337.24,290337.24,959813.68,90381713.79
"6861",3132701,2008,17245575.98,339804,0,1417903.84,464889.07,124525122.56
"6862",3132701,2012,33454418.4,4940638.02,9150,12224.84,986365.1,180025444.32
"6863",3132701,2016,39940222.5,7217228.36,NA,NA,1836797.92,170957190.57
"6864",3132701,2020,79034230.54,1102.2,1991597.89,1991597.89,3372544.21,303595692.54
"6865",3132800,2008,4148525.9,60851.78,0,0,297485.54,28439971.76
"6866",3132800,2012,5873439.98,133204.4,NA,NA,324009.88,27935481.48
"6867",3132800,2016,8157056.81,239126.84,17424,17424,405469.3,37295274.48
"6868",3132800,2020,19060833.96,1453515.54,145179.94,145179.94,1490916.94,86684597.25
"6869",3132909,2008,10795328.04,33127.6,0,0,1702434.66,72316329
"6870",3132909,2012,14303177.34,4420,NA,NA,301938.98,63394264.74
"6871",3132909,2016,19731849.48,7916,6000,6000,1066051.68,89694902.85
"6872",3132909,2020,33685695.17,NA,8687.34,8687.34,2415603.82,162955467.84
"6873",3133006,2008,11359679.32,27732.96,522843.13,522843.13,564557.25,98870540.72
"6874",3133006,2012,15745219.26,1640236.88,424955.28,424955.28,356220.12,96055651.84
"6875",3133006,2016,19509910.18,NA,320331.81,320331.81,69005.76,125108736.67
"6876",3133006,2020,37636702.49,NA,1246357.73,1246357.73,190554.84,235792812.44
"6877",3133105,2008,13808405.62,1732147.3,289519.9,289519.9,368378.12,90934874
"6878",3133105,2012,19987394.16,2351760.14,364388.1,895588.1,777609.26,94678004.13
"6879",3133105,2016,46822453.96,1863638.8,296324.12,983950.74,186952.66,151912809.6
"6880",3133105,2020,97442916.04,6190543.42,1587666.98,1587666.98,898938.14,303100373.94
"6881",3133204,2008,6405836.7,0,0,0,397464.34,55721813
"6882",3133204,2012,10758660.52,48292.82,579811.34,579811.34,322470.22,64694972.61
"6883",3133204,2016,15184877.21,30000,3710,3710,792941.66,83715507.63
"6884",3133204,2020,26685909.2,247679.98,NA,NA,2222778.48,147812848.47
"6885",3133303,2008,12306616.94,257852.48,0,0,1108400.84,99513237.8
"6886",3133303,2012,25031187.74,1011575.46,NA,NA,1621707.2,105578862
"6887",3133303,2016,30707648.78,1395532.12,NA,NA,1999917.08,127215508.98
"6888",3133303,2020,88590182.62,1203772.44,NA,104000,4719776.4,322214864.01
"6889",3133402,2008,13498576.84,44650,0,33253.8,767647.36,110841957.04
"6890",3133402,2012,18090005.12,58340,NA,28626.4,375982.4,113351867.73
"6891",3133402,2016,21530027.84,NA,NA,139162.24,376349.92,164191131.36
"6892",3133402,2020,40164495.89,4865473.37,274084.79,274084.79,4207192,257221610.61
"6893",3133501,2008,13518503.68,25318.52,0,0,206181.03,103087500.2
"6894",3133501,2012,18895352.08,88138.3,NA,NA,509953.5,129346510.02
"6895",3133501,2016,26087084.46,406600.48,NA,NA,203133.71,127288501.23
"6896",3133501,2020,45057901.5,737481.4,NA,NA,790236.8,233689549.77
"6897",3133600,2008,6923052.06,2154544.96,0,0,467000,70797261.9
"6898",3133600,2012,10958613.6,4122330.06,NA,NA,NA,76040601.85
"6899",3133600,2016,14907202.04,NA,NA,NA,NA,102922386.41
"6900",3133600,2020,33371966.89,NA,56336,56336,NA,228173925.06
"6901",3133709,2008,16611592.72,478930.12,0,0,2002668.4,156248920.04
"6902",3133709,2012,39138787.28,9407707.78,NA,NA,432618.76,280990206.66
"6903",3133709,2016,38564758.7,534166.86,NA,NA,460517.7,221565921.15
"6904",3133709,2020,NA,NA,NA,NA,NA,NA
"6905",3133758,2008,18177461.52,417719.68,0,0,447271.12,138491975.4
"6906",3133758,2012,30010356.38,NA,NA,27360,501447.74,144144706.29
"6907",3133758,2016,25228849.8,8816.2,NA,NA,1342573.2,131451456.03
"6908",3133758,2020,52969411.22,322988.1,NA,NA,1456584.5,251263278.51
"6909",3133808,2008,75996471.88,35136766.1,0,0,0,573805322.74
"6910",3133808,2012,123185570.36,36826626.12,NA,NA,NA,588747591.29
"6911",3133808,2016,144811098.24,39830732.12,NA,NA,NA,781779371.83
"6912",3133808,2020,279172410.02,60214373.3,NA,NA,NA,1513410110.38
"6913",3133907,2008,3062902.14,3162.7,0,0,8920,31866221.76
"6914",3133907,2012,6631698.04,82893.9,NA,NA,115362.1,36363361.17
"6915",3133907,2016,7547271.54,78611.7,43763.55,43763.55,300758.98,43307034.54
"6916",3133907,2020,17881309.3,383340.7,62882.39,62882.39,463432.22,88890585.06
"6917",3134004,2008,7020288.18,503129.5,0,0,1103249.9,72970082.6
"6918",3134004,2012,11555390.3,374701,NA,NA,800887.52,69375455.7
"6919",3134004,2016,15558913.67,229160.84,NA,NA,684116.73,91969920.48
"6920",3134004,2020,33410628.99,1200015.84,NA,NA,2229933.58,231284037.15
"6921",3134103,2008,4439867.84,45619.1,0,0,21689.52,44785471.28
"6922",3134103,2012,6339363.48,9436.98,NA,NA,484416.44,44481027.12
"6923",3134103,2016,10728874.51,789478.28,NA,NA,833408.42,73443532.89
"6924",3134103,2020,18995936.3,1586520.12,NA,NA,1141143.64,111967149.12
"6925",3134202,2008,50352718,35278380,528846,2066341,2199289,585888956
"6926",3134202,2012,116308879.12,48586650.46,42986.51,1200468.76,5341514.76,738596367.87
"6927",3134202,2016,127238186.2,64591002.73,2638.1,859957.66,3421204.24,951336478.04
"6928",3134202,2020,243781866.48,73302417.54,2354998.91,5555958.48,15563807.22,1625073186.83
"6929",3134301,2008,5130138,57356.8,660,660,201437.58,36144156.16
"6930",3134301,2012,8728990.38,14620.4,30,30,192477.72,38833268.04
"6931",3134301,2016,9939135.28,4200,7465.33,7465.33,291011.56,43216411.86
"6932",3134301,2020,23396102.98,213184.74,85761.47,85761.47,197252.3,98012407.41
"6933",3134400,2008,43571582.1,0,0,0,1582581.73,380599609.72
"6934",3134400,2012,51177899.34,NA,7107.88,7107.88,824800.8,312527181.18
"6935",3134400,2016,66944995.79,NA,625777.8,2142358.74,2409105.52,450556409.31
"6936",3134400,2020,128471686.65,NA,52374.94,2790291.8,2961568.92,650206198.35
"6937",3134509,2008,4792759.16,20867.28,0,0,616505.4,40750404.76
"6938",3134509,2012,7792165.42,97600.32,26754.5,26754.5,1186921.72,38085743.85
"6939",3134509,2016,9657013.78,940029.24,73042.47,73042.47,980227.59,53159571.66
"6940",3134509,2020,19619827.77,1452008.36,19575,59575,2251226.06,105778919.55
"6941",3134608,2008,11550924.46,2059225.42,21782.74,21782.74,848142.96,94939550.12
"6942",3134608,2012,22261242.84,1068205.2,18019,18019,1902464.82,121415193.03
"6943",3134608,2016,25796744.62,461381.82,342915.22,342915.22,1232048.78,138840653.61
"6944",3134608,2020,47932471.24,1231442.78,635251.03,635251.03,2760496.2,295213036.11
"6945",3134707,2008,10658040.1,4975490.2,0,0,99689.8,87856265.92
"6946",3134707,2012,13743563.6,938042.6,NA,NA,374620.84,68445328.62
"6947",3134707,2016,18919896.08,71989.06,NA,NA,201932.46,83328296.85
"6948",3134707,2020,41597499.07,95692.8,NA,NA,1435792.6,183590054.22
"6949",3134806,2008,5304316.38,26588.7,545,545,282118.12,46445783.16
"6950",3134806,2012,9417901.04,29669,32142.18,32142.18,549138.88,50556664.05
"6951",3134806,2016,11410303.49,149541.8,84827.92,84827.92,313459.86,60964916.11
"6952",3134806,2020,23465734.46,NA,100397.03,100397.03,1142782.72,118017515.64
"6953",3134905,2008,19080731.18,2431287.4,0,561337.51,1943947.89,167574750.08
"6954",3134905,2012,29604166.02,2997925.64,NA,579000.05,3362841.52,161295679.83
"6955",3134905,2016,45562598.88,3797617.56,NA,730303.88,1830636.68,259052218.02
"6956",3134905,2020,78886025.11,7052119.86,NA,633000,3543217.24,490207131.79
"6957",3135001,2008,3763364.56,909129.16,0,0,15621.12,40495728.92
"6958",3135001,2012,6068020.38,279118.3,NA,NA,4532,34214998.2
"6959",3135001,2016,8168313.74,623761.92,NA,NA,63869.88,46625570.43
"6960",3135001,2020,14016056.85,521880.14,NA,NA,270715,81742214.13
"6961",3135050,2008,19071547.16,232163.24,0,0,666240.08,164790652.76
"6962",3135050,2012,26841739.1,175614.26,NA,NA,1698012.18,143484293.46
"6963",3135050,2016,39522291.34,1561027.6,NA,NA,2007988.92,227880330.81
"6964",3135050,2020,95018808.83,4304413.48,NA,NA,5527282.71,478712822.79
"6965",3135076,2008,4293274.94,283960,0,0,1645096,38376861.56
"6966",3135076,2012,5295299.6,872244.52,NA,NA,82269.22,34175660.97
"6967",3135076,2016,11162244.5,1107549.78,NA,NA,299441.38,55156972.11
"6968",3135076,2020,13174543.3,1139450.75,NA,NA,330255.78,90175599.18
"6969",3135100,2008,47728190.8,1005249.42,0,73813.17,1025299.6,301342775.46
"6970",3135100,2012,123808037.64,320769.58,3600,3600,965618.16,483330637.68
"6971",3135100,2016,144215482.28,NA,68449.96,632758.58,6528989.32,508109706.72
"6972",3135100,2020,315319689.47,1808037.32,12795.23,780449.31,27673376.26,1127706688.36
"6973",3135209,2008,36087214.58,580399.2,164996.31,164996.31,1538077.51,257130791.84
"6974",3135209,2012,49894046.32,2720783.98,187065.02,187065.02,1949291.06,255040041.58
"6975",3135209,2016,67576999.4,NA,283178.1,283178.1,3875006.36,328898915.31
"6976",3135209,2020,143314491.48,118849.12,875782.33,1097362.31,2421221.91,697147579.55
"6977",3135308,2008,3722487.84,329178.4,0,0,74352.93,37831126
"6978",3135308,2012,4895798.36,680206.38,NA,NA,375202.2,38621093.83
"6979",3135308,2016,6748101.77,1653555.88,NA,NA,251536.8,50175651.37
"6980",3135308,2020,14308562.66,2420926.63,NA,NA,2055395.08,91250041.27
"6981",3135357,2008,7424268.7,236080.48,0,0,421806.22,50734836.9
"6982",3135357,2012,8667483.3,256273.18,NA,NA,713301.96,46390211.35
"6983",3135357,2016,10552753.36,581161.46,NA,NA,474164.91,55844009.15
"6984",3135357,2020,21949281.16,1207330.98,NA,NA,616150.03,116793631.81
"6985",3135407,2008,11560963.34,578423.16,671709.47,671709.47,164112.54,120161120.6
"6986",3135407,2012,18706240.08,780079.78,1443006.3,1443006.3,1082271.9,103033226.94
"6987",3135407,2016,18771526.26,2457880.74,NA,NA,1924136.4,174667807.29
"6988",3135407,2020,32051448.93,3283949.08,NA,NA,3661407.82,259633555.23
"6989",3135456,2008,4829044.66,444336,1615,1615,184650.14,42584950.88
"6990",3135456,2012,7246353.94,204716.34,NA,NA,677872.32,42484927.2
